,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
,Cody Zeller_2017,CHA,24,62,33,29,1725,639,            253,            443,57.1,            0,            1,0.0,133,196,67.9,            135,            270,            405,            99,            65,            62,            58,            189,            1568.5,6,0,210
,Cole Aldrich_2017,MIN,28,62,23,39,531,105,            45,            86,52.3,            0,            0,0.0,15,22,68.2,            51,            107,            158,            25,            17,            25,            23,            85,            459.1,1,0,-30
,Corey Brewer_2017,LAL,31,82,47,35,1281,371,            147,            348,42.2,            27,            118,22.9,50,68,73.5,            32,            134,            166,            97,            55,            61,            20,            133,            903.7,0,0,71
,Cory Joseph_2017,TOR,25,80,49,31,2003,740,            299,            661,45.2,            48,            135,35.6,94,122,77.0,            51,            184,            235,            265,            108,            66,            13,            140,            1548.5,1,0,43
,Courtney Lee_2017,NYK,31,77,29,48,2459,835,            321,            704,45.6,            108,            269,40.1,85,98,86.7,            53,            206,            259,            179,            69,            81,            24,            141,            1660.3,0,0,-233
,Cristiano Felicio_2017,CHI,24,66,31,35,1040,316,            128,            221,57.9,            0,            0,0.0,60,93,64.5,            124,            187,            311,            40,            33,            25,            17,            110,            842.2,3,0,-34
,D'Angelo Russell_2017,LAL,21,63,21,42,1811,984,            351,            867,40.5,            135,            384,35.2,147,188,78.2,            31,            190,            221,            303,            176,            87,            16,            130,            1836.7,2,0,-357
,D.J. Augustin_2017,ORL,29,78,29,49,1538,616,            195,            517,37.7,            95,            274,34.7,131,161,81.4,            15,            102,            117,            209,            90,            31,            1,            101,            1075.9,0,0,-444
,Dahntay Jones_2017,CLE,36,1,0,1,12,9,            3,            8,37.5,            0,            2,0.0,3,4,75.0,            1,            1,            2,            1,            1,            0,            0,            1,            11.9,0,0,2
,Damian Jones_2017,GSW,22,10,7,3,85,19,            8,            16,50.0,            0,            0,0.0,3,10,30.0,            9,            14,            23,            0,            6,            1,            4,            15,            55.6,0,0,-28
,Damian Lillard_2017,POR,26,75,38,37,2693,2024,            661,            1488,44.4,            214,            579,37.0,488,545,89.5,            46,            322,            368,            440,            197,            68,            20,            152,            3192.6,11,0,80
,Damjan Rudez_2017,ORL,31,45,12,33,314,82,            31,            88,35.2,            20,            64,31.3,0,0,0.0,            5,            20,            25,            20,            9,            12,            1,            31,            172.0,0,0,-76
,Daniel Ochefu_2017,WAS,23,19,12,7,75,24,            12,            27,44.4,            0,            0,0.0,0,2,0.0,            5,            17,            22,            3,            3,            2,            0,            17,            57.9,0,0,-30
,Danilo Gallinari_2017,DEN,28,63,31,32,2134,1145,            335,            750,44.7,            126,            324,38.9,349,387,90.2,            39,            286,            325,            135,            82,            40,            15,            93,            1820.5,4,0,159
,Danny Green_2017,SAS,30,68,51,17,1807,497,            176,            449,39.2,            118,            311,37.9,27,32,84.4,            31,            193,            224,            124,            76,            70,            57,            120,            1256.8,0,0,268
,Dante Cunningham_2017,NOP,30,66,28,38,1649,435,            174,            359,48.5,            71,            181,39.2,16,27,59.3,            56,            221,            277,            37,            28,            39,            28,            100,            995.9,0,0,-52
,Dante Exum_2017,UTA,21,66,40,26,1228,412,            155,            363,42.7,            44,            149,29.5,58,73,79.5,            30,            102,            132,            111,            80,            21,            12,            146,            755.9,0,0,-1
,Danuel House Jr._2017,WAS,24,1,0,1,1,0,            0,            0,0.0,            0,            0,0.0,0,0,0.0,            0,            1,            1,            0,            0,            0,            0,            0,            1.2,0,0,0
,Dario Saric_2017,PHI,23,81,28,53,2129,1040,            381,            927,41.1,            106,            341,31.1,172,220,78.2,            112,            401,            513,            182,            183,            57,            30,            162,            2006.6,10,0,-307
,Darrell Arthur_2017,DEN,29,41,20,21,639,262,            95,            215,44.2,            53,            117,45.3,19,22,86.4,            25,            87,            112,            42,            36,            19,            21,            76,            543.4,0,0,-23
,Darren Collison_2017,SAC,29,68,26,42,2063,900,            340,            714,47.6,            73,            175,41.7,147,171,86.0,            23,            129,            152,            312,            114,            67,            9,            119,            1664.4,4,0,-132
,Darrun Hilliard_2017,DET,24,39,19,20,381,127,            47,            126,37.3,            12,            46,26.1,21,28,75.0,            2,            31,            33,            33,            28,            11,            2,            39,            227.1,0,0,13
,David Lee_2017,SAS,34,79,58,21,1477,576,            248,            420,59.0,            0,            0,0.0,80,113,70.8,            149,            292,            441,            124,            82,            31,            40,            125,            1422.2,7,0,315
,David Nwaba_2017,LAL,24,20,5,15,397,120,            47,            81,58.0,            1,            5,20.0,25,39,64.1,            17,            46,            63,            14,            11,            13,            7,            36,            265.6,0,0,10
,David West_2017,GSW,36,68,56,12,854,316,            135,            252,53.6,            3,            8,37.5,43,56,76.8,            47,            156,            203,            151,            78,            42,            48,            105,            978.1,0,0,120
,Davis Bertans_2017,SAS,24,67,51,16,808,303,            103,            234,44.0,            69,            173,39.9,28,34,82.4,            22,            76,            98,            46,            32,            20,            28,            75,            601.6,0,0,116
,DeAndre Jordan_2017,LAC,28,81,51,30,2570,1029,            412,            577,71.4,            0,            2,0.0,205,425,48.2,            298,            816,            1114,            96,            115,            51,            134,            212,            2949.8,41,0,455
,DeAndre Liggins_2017,DAL,29,62,40,22,777,152,            55,            142,38.7,            17,            46,37.0,25,40,62.5,            20,            88,            108,            54,            42,            47,            14,            81,            503.6,0,0,53
,DeAndre' Bembry_2017,ATL,22,38,20,18,371,101,            47,            98,48.0,            1,            18,5.6,6,16,37.5,            14,            45,            59,            28,            16,            8,            5,            21,            236.8,0,0,-47
,DeMar DeRozan_2017,TOR,27,74,47,27,2620,2020,            721,            1545,46.7,            33,            124,26.6,545,647,84.2,            70,            316,            386,            290,            180,            78,            13,            134,            3011.2,5,0,147
,DeMarcus Cousins_2017,NOP,26,72,30,42,2465,1942,            647,            1432,45.2,            131,            363,36.1,517,670,77.2,            152,            642,            794,            332,            269,            100,            93,            278,            3702.8,46,2,-25
,DeMarre Carroll_2017,TOR,30,72,44,28,1881,638,            220,            550,40.0,            109,            320,34.1,89,117,76.1,            63,            212,            275,            74,            54,            81,            27,            143,            1349.0,2,0,114
,Dejounte Murray_2017,SAS,20,38,29,9,321,130,            50,            116,43.1,            9,            23,39.1,21,30,70.0,            6,            36,            42,            48,            38,            8,            6,            29,            256.4,0,0,1
,Delon Wright_2017,TOR,25,27,19,8,446,150,            49,            116,42.2,            10,            30,33.3,42,55,76.4,            16,            32,            48,            57,            25,            27,            11,            31,            382.1,0,0,90
,Demetrius Jackson_2017,BOS,22,5,1,4,17,10,            3,            4,75.0,            1,            1,100,3,6,50.0,            2,            2,            4,            3,            0,            0,            0,            0,            19.3,0,0,1
,Dennis Schroder_2017,ATL,23,79,42,37,2485,1414,            548,            1214,45.1,            100,            294,34.0,218,255,85.5,            42,            206,            248,            499,            258,            74,            16,            149,            2472.1,10,0,-76
,Denzel Valentine_2017,CHI,23,57,28,29,977,291,            102,            288,35.4,            73,            208,35.1,14,18,77.8,            11,            140,            151,            63,            49,            30,            7,            86,            628.7,1,0,-18
,Deron Williams_2017,CLE,33,64,25,39,1657,701,            263,            600,43.8,            85,            234,36.3,90,109,82.6,            14,            133,            147,            360,            138,            31,            8,            138,            1396.4,3,0,-93
,Derrick Favors_2017,UTA,25,50,33,17,1186,476,            203,            417,48.7,            3,            10,30.0,67,109,61.5,            92,            213,            305,            56,            60,            45,            40,            103,            1121.0,6,0,57
,Derrick Jones Jr._2017,PHX,20,32,7,25,545,168,            68,            121,56.2,            3,            11,27.3,29,41,70.7,            39,            40,            79,            12,            13,            14,            13,            63,            348.8,0,0,33
,Derrick Rose_2017,NYK,28,64,26,38,2082,1154,            460,            977,47.1,            13,            60,21.7,221,253,87.4,            66,            180,            246,            283,            147,            44,            17,            84,            1909.7,2,0,-165
,Derrick Williams_2017,CLE,26,50,16,34,804,304,            108,            244,44.3,            30,            97,30.9,58,89,65.2,            19,            111,            130,            28,            28,            14,            7,            60,            537.0,0,0,-59
,Devin Booker_2017,PHX,20,78,24,54,2731,1726,            606,            1431,42.3,            147,            405,36.3,367,441,83.2,            46,            203,            249,            268,            241,            72,            21,            242,            2464.8,0,0,-225
,Devin Harris_2017,DAL,34,65,29,36,1087,437,            136,            341,39.9,            58,            177,32.8,107,129,82.9,            11,            116,            127,            136,            57,            43,            7,            101,            886.4,0,0,39
,Dewayne Dedmon_2017,SAS,27,76,55,21,1330,387,            161,            259,62.2,            0,            0,0.0,65,93,69.9,            129,            367,            496,            44,            61,            37,            61,            180,            1281.2,6,0,191
,Deyonta Davis_2017,MEM,20,36,23,13,238,58,            24,            47,51.1,            0,            0,0.0,10,18,55.6,            20,            40,            60,            2,            8,            3,            17,            40,            185.0,0,0,-42
,Diamond Stone_2017,LAC,20,7,6,1,24,10,            3,            13,23.1,            0,            0,0.0,4,4,100,            1,            5,            6,            0,            2,            0,            1,            5,            18.2,0,0,-27
,Dion Waiters_2017,MIA,25,46,27,19,1384,729,            281,            663,42.4,            85,            215,39.5,82,127,64.6,            18,            135,            153,            200,            103,            42,            20,            95,            1295.6,2,0,83
,Dirk Nowitzki_2017,DAL,39,54,23,31,1424,769,            296,            678,43.7,            79,            209,37.8,98,112,87.5,            23,            330,            353,            82,            51,            30,            38,            113,            1468.6,8,0,-13
,Domantas Sabonis_2017,OKC,21,81,46,35,1631,479,            192,            481,39.9,            51,            159,32.1,44,67,65.7,            46,            242,            288,            82,            83,            39,            32,            200,            1077.6,2,0,16
,Donatas Motiejunas_2017,NOP,26,34,16,18,479,150,            57,            138,41.3,            11,            47,23.4,25,49,51.0,            26,            75,            101,            32,            31,            18,            11,            55,            375.2,0,0,-120
,Dorian Finney-Smith_2017,DAL,24,81,33,48,1642,350,            124,            333,37.2,            56,            191,29.3,46,61,75.4,            55,            167,            222,            67,            45,            52,            25,            125,            902.9,0,0,-120
,Doug McDermott_2017,OKC,25,66,35,31,1508,592,            222,            497,44.7,            77,            208,37.0,71,84,84.5,            20,            159,            179,            58,            38,            13,            5,            79,            909.8,1,0,-29
,Dragan Bender_2017,PHX,19,43,13,30,574,146,            57,            161,35.4,            28,            101,27.7,4,11,36.4,            23,            80,            103,            23,            32,            10,            22,            74,            368.1,1,0,-25
,Draymond Green_2017,GSW,27,76,62,14,2471,776,            272,            650,41.8,            81,            263,30.8,151,213,70.9,            98,            501,            599,            533,            184,            154,            106,            217,            2890.3,17,5,820
,Dwight Howard_2017,ATL,31,74,37,37,2199,1002,            388,            613,63.3,            0,            2,0.0,226,424,53.3,            296,            644,            940,            104,            170,            64,            92,            203,            2584.0,53,0,-114
,Dwight Powell_2017,DAL,25,77,30,47,1333,516,            194,            377,51.5,            21,            74,28.4,107,141,75.9,            93,            213,            306,            49,            34,            61,            39,            135,            1222.7,2,0,-168
,Dwyane Wade_2017,CHI,35,60,29,31,1792,1096,            414,            955,43.4,            45,            145,31.0,223,281,79.4,            63,            207,            270,            228,            138,            86,            41,            112,            2005.0,2,0,-73
,E'Twaun Moore_2017,NOP,28,73,32,41,1820,700,            283,            619,45.7,            77,            208,37.0,57,74,77.0,            33,            119,            152,            164,            62,            50,            32,            131,            1312.4,0,0,-111
,Ed Davis_2017,POR,28,46,19,27,789,200,            75,            142,52.8,            0,            0,0.0,50,81,61.7,            96,            148,            244,            26,            37,            15,            22,            137,            605.8,3,0,-129
,Edy Tavares_2017,CLE,25,2,1,1,28,8,            4,            5,80.0,            0,            0,0.0,0,3,0.0,            4,            7,            11,            1,            2,            0,            6,            3,            38.7,0,0,10
,Elfrid Payton_2017,ORL,23,82,29,53,2412,1046,            430,            912,47.1,            40,            146,27.4,146,211,69.2,            89,            298,            387,            529,            178,            88,            40,            177,            2509.9,18,5,-147
,Elijah Millsap_2017,PHX,29,2,1,1,23,3,            1,            7,14.3,            0,            2,0.0,1,2,50.0,            3,            3,            6,            1,            2,            0,            0,            2,            9.7,0,0,-6
,Emmanuel Mudiay_2017,DEN,21,55,25,30,1406,603,            208,            551,37.7,            56,            178,31.5,131,167,78.4,            29,            149,            178,            217,            123,            41,            13,            95,            1181.1,1,0,-132
,Enes Kanter_2017,OKC,25,72,43,29,1533,1033,            402,            737,54.5,            5,            38,13.2,224,285,78.6,            195,            287,            482,            67,            123,            32,            38,            154,            1798.9,18,0,54
,Eric Bledsoe_2017,PHX,27,66,22,44,2176,1390,            449,            1034,43.4,            104,            310,33.5,388,458,84.7,            52,            268,            320,            418,            224,            91,            31,            164,            2543.0,7,1,-183
,Eric Gordon_2017,HOU,28,75,50,25,2323,1217,            412,            1016,40.6,            246,            661,37.2,147,175,84.0,            29,            172,            201,            188,            121,            48,            41,            150,            1886.2,0,0,295
,Ersan Ilyasova_2017,ATL,30,82,35,47,2142,1071,            384,            890,43.1,            142,            402,35.3,161,207,77.8,            115,            366,            481,            141,            116,            58,            23,            211,            1986.7,10,0,-31
