,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
,Andre Miller_2006,DEN,30,82,44,38,2937,1126,            404,            872,46.3,            5,            27,18.5,313,424,73.8,            92,            259,            351,            674,            256,            106,            18,            213,            2674.2,20,0,130
,Andre Owens_2006,UTA,25,23,8,15,210,69,            27,            74,36.5,            3,            16,18.8,12,18,66.7,            11,            10,            21,            8,            13,            5,            0,            25,            108.2,0,0,-32
,Andrei Kirilenko_2006,UTA,25,69,38,31,2604,1054,            336,            730,46.0,            36,            117,30.8,346,495,69.9,            161,            391,            552,            299,            203,            102,            220,            162,            2927.9,22,2,39
,Andres Nocioni_2006,CHI,26,82,41,41,2239,1063,            383,            831,46.1,            93,            238,39.1,204,242,84.3,            89,            411,            500,            117,            120,            40,            52,            252,            1994.5,13,0,-87
,Andrew Bogut_2006,MIL,21,82,40,42,2348,768,            323,            606,53.3,            0,            3,0.0,122,194,62.9,            189,            384,            573,            192,            125,            49,            68,            259,            1969.6,12,0,77
,Andrew Bynum_2006,LAL,18,46,29,17,338,74,            33,            82,40.2,            0,            0,0.0,8,27,29.6,            34,            46,            80,            9,            17,            4,            22,            56,            244.5,0,0,-47
,Andris Biedrins_2006,GSW,20,68,30,38,1000,258,            118,            185,63.8,            0,            0,0.0,22,72,30.6,            124,            159,            283,            24,            34,            23,            47,            190,            809.6,2,0,32
,Anfernee Hardaway_2006,NYK,34,4,1,3,72,10,            4,            14,28.6,            0,            1,0.0,2,2,100,            0,            10,            10,            8,            6,            2,            0,            7,            34.0,0,0,7
,Antawn Jamison_2006,WAS,30,82,42,40,3288,1684,            660,            1494,44.2,            147,            373,39.4,217,297,73.1,            167,            598,            765,            158,            137,            90,            12,            189,            3008.0,35,0,245
,Anthony Carter_2006,MIN,31,45,19,26,589,150,            53,            137,38.7,            4,            15,26.7,40,55,72.7,            9,            53,            62,            101,            40,            24,            9,            71,            434.9,0,0,-41
,Anthony Goldwire_2006,LAC,34,3,3,0,22,2,            1,            7,14.3,            0,            2,0.0,0,0,0.0,            0,            1,            1,            2,            1,            0,            0,            0,            5.2,0,0,-2
,Anthony Grundy_2006,ATL,27,12,5,7,108,52,            19,            38,50.0,            5,            15,33.3,9,14,64.3,            1,            16,            17,            9,            9,            7,            0,            14,            97.9,0,0,29
,Anthony Johnson_2006,IND,31,75,35,40,1981,691,            267,            603,44.3,            51,            155,32.9,106,141,75.2,            31,            137,            168,            324,            115,            63,            22,            132,            1518.6,2,0,134
,Anthony Roberson_2006,MEM,23,16,11,5,88,35,            14,            31,45.2,            5,            10,50.0,2,2,100,            0,            6,            6,            5,            3,            1,            0,            6,            49.7,0,0,-1
,Antoine Walker_2006,MIA,29,82,52,30,2199,1000,            391,            898,43.5,            137,            383,35.8,81,129,62.8,            103,            318,            421,            166,            150,            47,            30,            187,            1835.2,4,0,136
,Antoine Wright_2006,NJN,22,39,24,15,370,70,            29,            81,35.8,            1,            15,6.7,11,22,50.0,            8,            22,            30,            12,            21,            4,            3,            42,            124.0,0,0,-76
,Antonio Burks_2006,MEM,26,57,34,23,570,113,            51,            144,35.4,            1,            6,16.7,10,23,43.5,            4,            33,            37,            76,            36,            20,            0,            45,            295.4,0,0,-29
,Antonio Daniels_2006,WAS,31,80,42,38,2283,767,            230,            550,41.8,            23,            101,22.8,284,336,84.5,            19,            153,            172,            284,            89,            52,            8,            96,            1490.4,0,0,122
,Antonio Davis_2006,TOR,37,44,16,28,940,216,            82,            190,43.2,            0,            1,0.0,52,81,64.2,            90,            118,            208,            21,            51,            23,            10,            125,            545.1,0,0,-193
,Antonio McDyess_2006,DET,31,82,64,18,1733,638,            285,            560,50.9,            0,            2,0.0,68,122,55.7,            156,            280,            436,            90,            76,            46,            48,            220,            1502.2,5,0,137
,Arvydas Macijauskas_2006,NOK,26,19,5,14,135,44,            14,            41,34.1,            3,            12,25.0,13,15,86.7,            3,            7,            10,            5,            8,            7,            0,            10,            76.5,0,0,-7
,Austin Croshere_2006,IND,31,50,27,23,1148,408,            132,            285,46.3,            54,            140,38.6,90,102,88.2,            62,            203,            265,            62,            48,            22,            7,            105,            858.0,4,0,110
,Awvee Storey_2006,WAS,29,25,16,9,116,43,            16,            41,39.0,            3,            7,42.9,8,14,57.1,            8,            14,            22,            4,            5,            3,            1,            22,            82.4,0,0,16
,Baron Davis_2006,GSW,27,54,23,31,1971,967,            335,            861,38.9,            102,            324,31.5,195,289,67.5,            45,            191,            236,            480,            159,            89,            14,            165,            2120.2,22,1,30
,Ben Gordon_2006,CHI,23,80,40,40,2482,1350,            486,            1152,42.2,            166,            382,43.5,212,270,78.5,            43,            176,            219,            240,            180,            75,            5,            238,            2032.8,0,0,81
,Ben Wallace_2006,DET,31,82,64,18,2890,597,            237,            465,51.0,            0,            4,0.0,123,296,41.6,            301,            622,            923,            158,            88,            146,            181,            164,            2834.6,17,0,599
,Beno Udrih_2006,SAS,23,55,42,13,586,275,            106,            233,45.5,            24,            70,34.3,39,50,78.0,            18,            34,            52,            92,            53,            14,            2,            55,            470.4,0,0,41
,Bernard Robinson_2006,CHA,25,66,16,50,1303,422,            157,            365,43.0,            2,            21,9.5,106,134,79.1,            62,            157,            219,            77,            74,            81,            10,            141,            999.3,3,0,-97
,Billy Thomas_2006,WAS,30,17,8,9,131,38,            13,            40,32.5,            10,            30,33.3,2,2,100,            5,            9,            14,            9,            6,            10,            1,            19,            95.3,0,0,-7
,Bo Outlaw_2006,ORL,35,32,15,17,355,75,            35,            58,60.3,            0,            0,0.0,5,8,62.5,            31,            46,            77,            14,            17,            10,            12,            50,            237.4,0,0,-11
,Bobby Jackson_2006,MEM,33,71,43,28,1775,808,            286,            748,38.2,            129,            332,38.9,107,146,73.3,            44,            179,            223,            195,            101,            61,            1,            155,            1453.1,0,0,178
,Bobby Simmons_2006,MIL,26,75,36,39,2537,1002,            366,            808,45.3,            105,            250,42.0,165,200,82.5,            91,            242,            333,            172,            123,            86,            21,            254,            1857.6,4,0,49
,Boniface Ndong_2006,LAC,28,23,14,9,152,50,            22,            53,41.5,            0,            1,0.0,6,9,66.7,            15,            22,            37,            7,            6,            2,            5,            23,            119.9,0,0,-44
,Bonzi Wells_2006,SAC,29,52,28,24,1684,707,            284,            613,46.3,            10,            45,22.2,129,190,67.9,            142,            259,            401,            144,            126,            94,            25,            156,            1635.2,9,0,109
,Boris Diaw_2006,PHX,24,81,53,28,2874,1080,            449,            853,52.6,            8,            30,26.7,174,238,73.1,            159,            399,            558,            503,            189,            58,            85,            260,            2744.1,18,4,490
,Bostjan Nachbar_2006,NJN,25,36,20,16,502,157,            54,            156,34.6,            19,            71,26.8,30,44,68.2,            8,            52,            60,            27,            24,            16,            5,            65,            308.5,0,0,-4
,Bracey Wright_2006,MIN,21,7,1,6,135,62,            21,            51,41.2,            6,            17,35.3,14,16,87.5,            3,            15,            18,            5,            8,            1,            0,            8,            86.1,0,0,-10
,Brad Miller_2006,SAC,30,79,42,37,2923,1182,            434,            877,49.5,            34,            88,38.6,280,338,82.8,            122,            493,            615,            374,            180,            61,            62,            234,            2670.0,29,0,227
,Brandon Bass_2006,NOK,21,29,14,15,268,68,            28,            70,40.0,            0,            0,0.0,12,19,63.2,            18,            50,            68,            3,            11,            3,            7,            18,            173.1,0,0,-50
,Brendan Haywood_2006,WAS,26,79,41,38,1879,575,            222,            432,51.4,            0,            0,0.0,131,224,58.5,            200,            267,            467,            46,            97,            30,            104,            232,            1509.4,7,0,96
,Brent Barry_2006,SAS,34,74,56,18,1259,431,            156,            345,45.2,            80,            202,39.6,39,59,66.1,            29,            130,            159,            123,            52,            39,            27,            99,            952.3,0,0,197
,Brevin Knight_2006,CHA,30,69,19,50,2351,871,            308,            772,39.9,            3,            13,23.1,252,314,80.3,            35,            188,            223,            610,            164,            157,            4,            202,            2372.6,19,0,-229
,Brian Cardinal_2006,MEM,29,36,18,18,402,124,            46,            111,41.4,            13,            29,44.8,19,27,70.4,            11,            44,            55,            33,            27,            23,            0,            65,            281.5,1,0,49
,Brian Cook_2006,LAL,25,81,45,36,1535,642,            261,            511,51.1,            36,            84,42.9,84,101,83.2,            88,            186,            274,            74,            61,            37,            32,            205,            1227.8,1,0,125
,Brian Grant_2006,PHX,34,21,10,11,248,61,            27,            65,41.5,            0,            0,0.0,7,8,87.5,            11,            46,            57,            7,            7,            5,            3,            45,            156.9,0,0,-14
,Brian Scalabrine_2006,BOS,28,71,29,42,938,205,            74,            193,38.3,            31,            87,35.6,26,36,72.2,            27,            87,            114,            51,            50,            21,            19,            127,            488.3,0,0,-26
,Brian Skinner_2006,POR,30,65,21,44,944,191,            82,            160,51.3,            0,            0,0.0,27,56,48.2,            76,            152,            228,            30,            45,            25,            43,            119,            668.6,0,0,-217
,Bruce Bowen_2006,SAS,35,82,63,19,2755,619,            232,            536,43.3,            104,            245,42.4,51,84,60.7,            35,            285,            320,            126,            67,            79,            30,            191,            1452.0,0,0,360
,Bryon Russell_2006,DEN,35,1,0,1,3,0,            0,            0,0.0,            0,            0,0.0,0,0,0.0,            0,            1,            1,            1,            0,            0,            0,            0,            2.7,0,0,4
,CJ Miles_2006,UTA,19,23,7,16,203,79,            28,            76,36.8,            5,            20,25.0,18,24,75.0,            18,            20,            38,            16,            9,            7,            2,            20,            166.6,0,0,-1
,Calbert Cheaney_2006,GSW,34,42,19,23,448,92,            42,            108,38.9,            0,            8,0.0,8,8,100,            20,            41,            61,            19,            17,            13,            2,            38,            221.7,0,0,-92
,Calvin Booth_2006,WAS,30,33,14,19,250,46,            20,            47,42.6,            1,            2,50.0,5,9,55.6,            19,            33,            52,            12,            8,            9,            9,            44,            172.4,0,0,-3
,Carlos Arroyo_2006,ORL,26,77,54,23,1194,449,            168,            378,44.4,            7,            20,35.0,106,137,77.4,            33,            97,            130,            232,            83,            38,            4,            119,            996.0,0,0,31
,Carlos Boozer_2006,UTA,24,33,17,16,1025,537,            219,            399,54.9,            0,            0,0.0,99,137,72.3,            73,            212,            285,            88,            69,            30,            8,            105,            1056.0,11,0,-64
,Carlos Delfino_2006,DET,23,68,51,17,726,247,            91,            226,40.3,            20,            60,33.3,45,67,67.2,            28,            85,            113,            44,            36,            21,            15,            86,            520.6,0,0,-96
,Carmelo Anthony_2006,DEN,22,80,44,36,2941,2122,            756,            1572,48.1,            37,            152,24.3,573,709,80.8,            122,            272,            394,            216,            218,            88,            42,            229,            3090.8,6,0,4
,Caron Butler_2006,WAS,26,75,40,35,2708,1318,            494,            1086,45.5,            41,            120,34.2,289,332,87.0,            114,            352,            466,            186,            175,            127,            18,            238,            2416.2,10,0,119
,Channing Frye_2006,NYK,23,65,19,46,1572,802,            305,            640,47.7,            3,            9,33.3,189,229,82.5,            138,            236,            374,            53,            97,            30,            47,            200,            1464.3,3,0,-48
,Charles Smith_2006,DEN,30,22,5,17,210,80,            30,            72,41.7,            15,            38,39.5,5,8,62.5,            3,            13,            16,            9,            4,            5,            6,            28,            141.7,0,0,-7
,Charlie Bell_2006,MIL,27,59,31,28,1283,494,            180,            410,43.9,            71,            168,42.3,63,89,70.8,            21,            99,            120,            130,            41,            59,            5,            126,            984.0,2,1,21
,Charlie Villanueva_2006,TOR,21,81,26,55,2361,1053,            435,            940,46.3,            70,            214,32.7,113,160,70.6,            181,            340,            521,            88,            99,            60,            63,            247,            2080.2,12,0,-37
,Chauncey Billups_2006,DET,29,81,64,17,2925,1495,            423,            1012,41.8,            184,            425,43.3,465,520,89.4,            41,            211,            252,            699,            170,            71,            8,            160,            2912.9,27,0,588
,Chris Andersen_2006,NOK,27,32,12,20,570,161,            56,            98,57.1,            0,            0,0.0,49,103,47.6,            61,            94,            155,            6,            26,            8,            41,            84,            477.0,1,0,7
,Chris Bosh_2006,TOR,22,70,26,44,2751,1572,            549,            1087,50.5,            0,            13,0.0,474,581,81.6,            204,            443,            647,            181,            157,            50,            79,            209,            2849.9,32,0,-56
,Chris Duhon_2006,CHI,23,74,36,38,2154,647,            215,            538,40.0,            100,            278,36.0,117,143,81.8,            28,            192,            220,            373,            117,            70,            3,            152,            1572.5,2,1,-53
,Chris Kaman_2006,LAC,24,78,45,33,2560,932,            369,            706,52.3,            0,            2,0.0,194,252,77.0,            187,            563,            750,            79,            176,            45,            108,            269,            2233.5,29,0,165
,Chris Mihm_2006,LAL,26,59,32,27,1541,604,            230,            459,50.1,            0,            0,0.0,144,201,71.6,            137,            236,            373,            61,            83,            16,            73,            214,            1327.1,7,0,46
,Chris Paul_2006,NOK,21,78,35,43,2808,1258,            407,            947,43.0,            50,            177,28.2,394,465,84.7,            61,            339,            400,            611,            183,            175,            6,            218,            3014.5,21,2,-181
,Chris Taft_2006,GSW,21,17,9,8,144,47,            23,            38,60.5,            0,            0,0.0,1,6,16.7,            19,            17,            36,            2,            2,            2,            6,            25,            115.2,0,0,11
,Chris Webber_2006,PHI,33,75,33,42,2892,1518,            617,            1422,43.4,            21,            77,27.3,263,348,75.6,            184,            557,            741,            256,            182,            103,            62,            219,            3104.2,38,0,-130
,Chris Wilcox_2006,SEA,23,77,45,32,1530,626,            257,            450,57.1,            0,            2,0.0,112,153,73.2,            118,            292,            410,            52,            72,            33,            34,            183,            1325.0,8,0,17
,Chuck Hayes_2006,HOU,23,40,19,21,535,147,            59,            105,56.2,            0,            1,0.0,29,45,64.4,            67,            112,            179,            14,            12,            26,            14,            76,            490.8,1,0,81
,Chucky Atkins_2006,MEM,31,71,37,34,1713,678,            226,            573,39.4,            97,            274,35.4,129,163,79.1,            23,            97,            120,            198,            87,            43,            2,            152,            1167.0,0,0,39
,Clifford Robinson_2006,NJN,39,80,49,31,1863,550,            219,            513,42.7,            60,            175,34.3,52,79,65.8,            55,            212,            267,            89,            62,            44,            40,            206,            1193.9,0,0,21
,Corey Maggette_2006,LAC,26,32,21,11,943,570,            167,            375,44.5,            24,            71,33.8,212,256,82.8,            28,            141,            169,            66,            78,            19,            4,            95,            862.8,5,0,124
,Corliss Williamson_2006,SAC,32,37,19,18,362,126,            43,            103,41.7,            2,            2,100,38,49,77.6,            21,            46,            67,            14,            30,            7,            4,            56,            230.4,0,0,24
,Cuttino Mobley_2006,LAC,30,79,45,34,2979,1170,            429,            1008,42.6,            83,            245,33.9,229,273,83.9,            50,            291,            341,            238,            145,            93,            36,            208,            2178.2,3,0,118
,DJ Mbenga_2006,DAL,25,43,33,10,237,74,            32,            60,53.3,            0,            1,0.0,10,20,50.0,            19,            37,            56,            2,            16,            6,            25,            47,            221.2,0,0,4
,Dahntay Jones_2006,MEM,25,71,43,28,967,281,            109,            263,41.4,            3,            21,14.3,60,93,64.5,            20,            84,            104,            39,            50,            38,            15,            108,            573.3,0,0,-127
,Dale Davis_2006,DET,37,28,20,8,178,26,            9,            24,37.5,            0,            1,0.0,8,15,53.3,            21,            32,            53,            6,            4,            0,            9,            23,            121.6,0,0,-28
,Damien Wilkins_2006,SEA,26,82,35,47,1525,536,            193,            435,44.4,            14,            56,25.0,136,162,84.0,            79,            113,            192,            107,            85,            72,            12,            144,            1093.9,2,0,-171
,Damon Jones_2006,CLE,29,82,50,32,2089,552,            190,            491,38.7,            140,            371,37.7,32,50,64.0,            14,            119,            133,            169,            55,            37,            1,            112,            1024.1,0,0,145
,Damon Stoudamire_2006,MEM,32,27,17,10,862,317,            114,            287,39.7,            36,            104,34.6,53,62,85.5,            23,            72,            95,            128,            55,            19,            1,            49,            628.0,0,0,85
,Dan Dickau_2006,BOS,27,19,7,12,234,62,            17,            46,37.0,            10,            20,50.0,18,18,100,            5,            11,            16,            40,            18,            11,            1,            40,            159.2,0,0,10
,Dan Gadzuric_2006,MIL,28,74,38,36,885,383,            171,            309,55.3,            0,            1,0.0,41,89,46.1,            91,            141,            232,            24,            35,            25,            43,            171,            866.4,1,0,-37
,Daniel Ewing_2006,LAC,23,66,39,27,971,252,            97,            255,38.0,            22,            78,28.2,36,46,78.3,            23,            62,            85,            84,            57,            37,            6,            86,            552.0,0,0,-60
,Danny Fortson_2006,SEA,30,23,9,14,276,87,            27,            51,52.9,            0,            0,0.0,33,43,76.7,            31,            47,            78,            2,            26,            4,            2,            76,            175.6,0,0,48
,Danny Granger_2006,IND,23,78,39,39,1765,587,            221,            478,46.2,            30,            93,32.3,115,148,77.7,            131,            253,            384,            90,            80,            58,            62,            211,            1462.8,6,0,-57
,Darius Miles_2006,POR,24,40,9,31,1286,559,            235,            510,46.1,            2,            10,20.0,87,163,53.4,            24,            158,            182,            73,            99,            42,            39,            100,            1030.9,1,0,-205
,Darius Songaila_2006,CHI,28,62,27,35,1329,568,            236,            491,48.1,            2,            5,40.0,94,115,81.7,            76,            170,            246,            88,            85,            35,            16,            157,            1063.2,2,0,58
,Darko Milicic_2006,ORL,21,55,40,15,767,266,            119,            234,50.9,            0,            2,0.0,28,50,56.0,            44,            107,            151,            41,            51,            14,            77,            92,            730.7,0,0,-68
,Darrell Armstrong_2006,DAL,38,62,42,20,622,130,            43,            128,33.6,            11,            48,22.9,33,42,78.6,            18,            63,            81,            86,            58,            27,            3,            71,            388.2,0,0,-15
,Darrick Martin_2006,TOR,35,40,14,26,339,102,            34,            97,35.1,            16,            40,40.0,18,24,75.0,            2,            18,            20,            57,            15,            17,            0,            42,            247.5,1,0,52
,David Harrison_2006,IND,23,67,34,33,1034,385,            148,            294,50.3,            0,            0,0.0,89,174,51.1,            84,            170,            254,            14,            79,            23,            59,            193,            877.8,2,0,-25
,David Lee_2006,NYK,23,67,21,46,1129,345,            137,            229,59.8,            0,            0,0.0,71,123,57.7,            108,            194,            302,            43,            51,            30,            20,            124,            870.9,4,0,-106
,David Wesley_2006,HOU,35,71,31,40,2372,702,            226,            561,40.3,            99,            271,36.5,151,187,80.7,            24,            154,            178,            204,            120,            59,            6,            212,            1296.6,0,0,-76
,David West_2006,NOK,25,74,35,39,2526,1262,            530,            1036,51.2,            3,            11,27.3,199,236,84.3,            168,            380,            548,            92,            105,            61,            64,            214,            2327.6,17,0,-166
,DeSagana Diop_2006,DAL,24,81,60,21,1510,190,            75,            154,48.7,            1,            2,50.0,39,72,54.2,            145,            229,            374,            23,            36,            44,            146,            253,            1207.3,0,0,240
,DeShawn Stevenson_2006,ORL,25,82,36,46,2648,900,            359,            781,46.0,            2,            15,13.3,180,242,74.4,            59,            182,            241,            160,            123,            58,            17,            178,            1531.2,0,0,-258
,Delonte West_2006,BOS,22,71,28,43,2418,836,            333,            684,48.7,            84,            218,38.5,86,101,85.1,            57,            232,            289,            329,            133,            84,            46,            197,            1933.3,2,0,56
,Deng Gai_2006,PHI,24,2,0,2,5,0,            0,            0,0.0,            0,            0,0.0,0,0,0.0,            0,            0,            0,            0,            0,            0,            0,            0,            0.0,0,0,-3
,DerMarr Johnson_2006,DEN,26,58,29,29,924,354,            132,            306,43.1,            56,            160,35.0,34,42,81.0,            19,            77,            96,            55,            46,            25,            26,            86,            658.7,0,0,-30
,Derek Anderson_2006,MIA,31,43,22,21,1047,349,            108,            303,35.6,            40,            134,29.9,93,111,83.8,            21,            122,            143,            101,            54,            23,            6,            98,            705.1,0,0,-38
,Derek Fisher_2006,GSW,31,82,34,48,2589,1089,            364,            887,41.0,            117,            295,39.7,244,293,83.3,            36,            175,            211,            352,            156,            125,            8,            237,            2113.2,5,0,-17
,Deron Williams_2006,UTA,22,80,39,41,2307,864,            339,            805,42.1,            91,            219,41.6,95,135,70.4,            35,            159,            194,            359,            145,            60,            17,            233,            1721.3,5,0,-103
,Derrick Zimmerman_2006,NJN,24,2,0,2,32,4,            2,            3,66.7,            0,            0,0.0,0,0,0.0,            1,            3,            4,            7,            4,            0,            0,            4,            15.3,0,0,-11
,Desmond Mason_2006,NOK,28,70,32,38,2102,757,            275,            690,39.9,            1,            6,16.7,206,302,68.2,            64,            234,            298,            66,            113,            42,            17,            136,            1277.6,1,0,-256
,Devean George_2006,LAL,28,71,40,31,1542,448,            170,            425,40.0,            50,            160,31.3,58,86,67.4,            82,            192,            274,            68,            54,            66,            34,            159,            1124.8,0,0,89
,Devin Brown_2006,UTA,27,81,40,41,1711,611,            207,            527,39.3,            39,            118,33.1,158,212,74.5,            73,            134,            207,            104,            99,            44,            14,            153,            1090.4,0,0,-126
,Devin Green_2006,LAL,23,27,13,14,135,25,            6,            28,21.4,            0,            2,0.0,13,21,61.9,            10,            14,            24,            7,            5,            3,            0,            13,            68.3,0,0,-43
,Devin Harris_2006,DAL,23,56,45,11,1274,554,            190,            405,46.9,            5,            21,23.8,169,236,71.6,            26,            99,            125,            177,            84,            53,            16,            121,            1092.5,1,0,167
,Dijon Thompson_2006,PHX,23,10,8,2,43,28,            11,            25,44.0,            4,            11,36.4,2,2,100,            4,            7,            11,            1,            2,            3,            1,            6,            52.7,0,0,-12
,Dikembe Mutombo_2006,HOU,40,64,27,37,955,169,            50,            95,52.6,            0,            0,0.0,69,91,75.8,            100,            206,            306,            4,            35,            17,            57,            128,            729.2,1,0,-88
,Dirk Nowitzki_2006,DAL,28,81,60,21,3089,2151,            751,            1564,48.0,            110,            271,40.6,539,598,90.1,            115,            613,            728,            226,            156,            58,            83,            164,            3630.6,35,0,509
,Donell Taylor_2006,WAS,23,51,27,24,465,140,            53,            136,39.0,            4,            17,23.5,30,43,69.8,            16,            37,            53,            45,            34,            30,            4,            47,            339.1,0,0,8
,Donta Smith_2006,ATL,22,23,6,17,127,38,            15,            27,55.6,            2,            4,50.0,6,12,50.0,            3,            11,            14,            9,            4,            8,            0,            20,            88.3,0,0,17
,Donyell Marshall_2006,CLE,33,81,50,31,2077,750,            265,            671,39.5,            128,            395,32.4,92,123,74.8,            105,            387,            492,            60,            90,            59,            41,            160,            1640.4,5,0,130
,Dorell Wright_2006,MIA,20,20,14,6,132,58,            20,            43,46.5,            3,            6,50.0,15,17,88.2,            2,            30,            32,            8,            14,            3,            1,            12,            106.4,0,0,-55
,Doug Christie_2006,DAL,36,7,5,2,185,26,            9,            26,34.6,            0,            1,0.0,8,12,66.7,            2,            11,            13,            14,            6,            9,            1,            10,            86.6,0,0,-13
,Drew Gooden_2006,CLE,24,79,49,30,2174,845,            334,            652,51.2,            1,            3,33.3,176,258,68.2,            237,            428,            665,            56,            106,            52,            49,            190,            1924.0,23,0,8
,Dwayne Jones_2006,BOS,23,14,7,7,87,14,            4,            10,40.0,            0,            0,0.0,6,13,46.2,            10,            21,            31,            2,            3,            1,            3,            14,            63.2,0,0,20
,Dwight Howard_2006,ORL,20,82,36,46,3021,1292,            468,            881,53.1,            0,            2,0.0,356,598,59.5,            288,            734,            1022,            125,            217,            65,            115,            277,            3028.9,60,0,24
,Dwyane Wade_2006,MIA,24,75,48,27,2892,2040,            699,            1413,49.5,            13,            76,17.1,629,803,78.3,            107,            323,            430,            503,            268,            146,            58,            217,            3654.5,16,2,485
,Earl Barron_2006,MIA,24,8,4,4,45,13,            5,            16,31.3,            0,            0,0.0,3,4,75.0,            2,            8,            10,            0,            5,            0,            0,            10,            20.0,0,0,-33
,Earl Boykins_2006,DEN,30,60,35,25,1542,756,            271,            661,41.0,            62,            179,34.6,152,174,87.4,            21,            60,            81,            230,            83,            48,            4,            73,            1271.2,1,0,-54
,Earl Watson_2006,SEA,27,70,39,31,1578,623,            219,            509,43.0,            110,            272,40.4,75,111,67.6,            24,            134,            158,            289,            136,            68,            10,            159,            1344.1,1,0,145
,Eddie Basden_2006,CHI,23,19,10,9,141,39,            15,            37,40.5,            1,            7,14.3,8,10,80.0,            7,            21,            28,            8,            9,            9,            2,            17,            108.6,0,0,16
,Eddie Gill_2006,IND,27,41,24,17,122,45,            10,            45,22.2,            7,            23,30.4,18,23,78.3,            0,            15,            15,            12,            9,            11,            1,            13,            108.0,0,0,0
