,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
,Anfernee Hardaway_2002,PHX,30,80,35,45,2465,959,            389,            931,41.8,            23,            83,27.7,158,195,81.0,            98,            252,            350,            324,            189,            122,            32,            184,            2138.0,5,1,-67
,Ansu Sesay_2002,SEA,25,9,3,6,141,58,            22,            44,50.0,            0,            0,0.0,14,20,70.0,            7,            13,            20,            8,            2,            3,            2,            18,            107.0,0,0,-26
,Antawn Jamison_2002,GSW,26,82,21,61,3033,1619,            614,            1375,44.7,            68,            210,32.4,323,440,73.4,            211,            345,            556,            161,            161,            70,            45,            187,            2711.7,16,0,-371
,Anthony Carter_2002,MIA,27,46,19,27,1050,198,            89,            260,34.2,            1,            19,5.3,19,36,52.8,            19,            98,            117,            214,            72,            50,            3,            85,            746.4,2,0,-187
,Anthony Johnson_2002,NJN,27,34,22,12,366,94,            37,            90,41.1,            4,            12,33.3,16,25,64.0,            10,            19,            29,            48,            20,            31,            1,            30,            276.8,0,0,24
,Anthony Mason_2002,MIL,35,82,41,41,3140,787,            316,            626,50.5,            1,            1,100,154,221,69.7,            124,            522,            646,            346,            130,            57,            22,            187,            2188.2,10,0,13
,Anthony Peeler_2002,MIN,32,82,50,32,2060,737,            288,            684,42.1,            111,            283,39.2,50,58,86.2,            37,            169,            206,            177,            76,            61,            11,            137,            1389.7,0,0,17
,Antoine Walker_2002,BOS,25,81,48,33,3406,1794,            666,            1689,39.4,            222,            645,34.4,240,324,74.1,            150,            564,            714,            407,            251,            122,            38,            237,            3490.3,29,2,240
,Antonio Daniels_2002,SAS,27,82,58,24,2170,753,            269,            612,44.0,            57,            196,29.1,158,210,75.2,            23,            153,            176,            228,            70,            48,            12,            104,            1416.2,0,0,263
,Antonio Davis_2002,TOR,33,77,41,36,2977,1113,            410,            963,42.6,            0,            1,0.0,293,358,81.8,            254,            486,            740,            155,            159,            54,            83,            225,            2485.5,33,0,-9
,Antonio Harvey_2002,SEA,31,5,3,2,48,9,            4,            12,33.3,            0,            0,0.0,1,2,50.0,            5,            4,            9,            5,            3,            1,            3,            8,            36.3,0,0,-13
,Antonio McDyess_2002,DEN,27,10,3,7,235,113,            43,            75,57.3,            0,            0,0.0,27,33,81.8,            18,            37,            55,            18,            20,            10,            8,            20,            240.0,1,0,-66
,Antonis Fotsis_2002,MEM,21,28,6,22,317,108,            42,            104,40.4,            7,            23,30.4,17,20,85.0,            25,            37,            62,            10,            21,            9,            11,            22,            236.4,0,0,-32
,Art Long_2002,SEA,29,63,37,26,989,285,            120,            244,49.2,            0,            0,0.0,45,85,52.9,            107,            144,            251,            41,            63,            22,            28,            180,            734.7,3,0,-24
,Austin Croshere_2002,IND,27,76,39,37,1283,516,            185,            448,41.3,            49,            145,33.8,97,114,85.1,            74,            220,            294,            77,            67,            26,            29,            106,            1082.3,4,0,58
,Avery Johnson_2002,DAL,37,68,27,41,1354,535,            207,            432,47.9,            0,            5,0.0,121,163,74.2,            14,            55,            69,            286,            76,            40,            9,            86,            1117.8,6,0,-157
,Baron Davis_2002,CHH,23,82,44,38,3320,1484,            559,            1341,41.7,            170,            478,35.6,196,338,58.0,            93,            256,            349,            698,            246,            172,            47,            241,            3360.8,29,1,150
,Ben Wallace_2002,DET,27,80,49,31,2919,609,            255,            480,53.1,            0,            3,0.0,99,234,42.3,            318,            721,            1039,            115,            70,            138,            278,            178,            3206.3,25,1,148
,Bimbo Coles_2002,CLE,34,47,15,32,694,149,            56,            146,38.4,            4,            20,20.0,33,37,89.2,            12,            43,            55,            107,            31,            13,            4,            59,            395.5,0,0,-186
,Bo Outlaw_2002,PHX,31,83,37,46,1929,376,            166,            299,55.5,            1,            2,50.0,43,102,42.2,            147,            217,            364,            127,            96,            70,            92,            205,            1393.3,0,0,54
,Bob Sura_2002,GSW,29,78,20,58,1784,778,            250,            590,42.4,            42,            133,31.6,236,328,72.0,            89,            167,            256,            275,            133,            88,            17,            160,            1679.7,1,0,-165
,Bobby Jackson_2002,SAC,29,81,61,20,1753,896,            334,            754,44.3,            79,            219,36.1,149,184,81.0,            82,            169,            251,            164,            93,            73,            11,            145,            1602.2,0,0,296
,Bobby Simmons_2002,WAS,22,30,12,18,340,112,            43,            95,45.3,            4,            14,28.6,22,30,73.3,            25,            27,            52,            17,            14,            13,            5,            31,            239.9,0,0,-8
,Bonzi Wells_2002,POR,25,74,44,30,2350,1255,            487,            1039,46.9,            66,            172,38.4,215,290,74.1,            121,            323,            444,            204,            191,            113,            25,            208,            2316.8,7,0,176
,Brad Miller_2002,IND,26,76,28,48,2264,1032,            366,            733,49.9,            3,            7,42.9,297,383,77.5,            252,            369,            621,            152,            115,            76,            41,            244,            2241.2,19,0,-182
,Brandon Armstrong_2002,NJN,22,35,24,11,195,64,            27,            85,31.8,            5,            17,29.4,5,10,50.0,            10,            6,            16,            8,            8,            7,            1,            26,            111.2,0,0,-34
,Brendan Haywood_2002,WAS,22,62,32,30,1267,315,            109,            221,49.3,            0,            0,0.0,97,160,60.6,            143,            179,            322,            29,            50,            21,            91,            158,            1030.9,2,0,-57
,Brent Barry_2002,SEA,30,81,44,37,3038,1164,            401,            790,50.8,            164,            387,42.4,198,234,84.6,            58,            383,            441,            426,            165,            147,            37,            182,            2719.2,8,0,199
,Brent Price_2002,SAC,33,20,15,5,89,31,            9,            27,33.3,            4,            15,26.7,9,13,69.2,            4,            4,            8,            9,            10,            3,            1,            13,            56.1,0,0,-37
,Brevin Knight_2002,MEM,26,53,15,38,1149,371,            141,            334,42.2,            2,            8,25.0,87,115,75.7,            11,            98,            109,            302,            111,            79,            7,            135,            1101.8,7,0,-128
,Brian Cardinal_2002,DET,25,8,3,5,43,17,            6,            13,46.2,            3,            7,42.9,2,2,100,            2,            4,            6,            2,            0,            1,            0,            5,            30.2,0,0,15
,Brian Grant_2002,MIA,30,72,35,37,2256,673,            286,            610,46.9,            0,            2,0.0,101,119,84.9,            168,            407,            575,            137,            122,            48,            31,            236,            1683.5,17,0,-70
,Brian Scalabrine_2002,NJN,24,28,19,9,291,60,            23,            67,34.3,            3,            10,30.0,11,15,73.3,            12,            39,            51,            21,            24,            9,            2,            39,            161.7,0,0,18
,Brian Shaw_2002,LAL,36,58,40,18,628,169,            61,            173,35.3,            29,            88,33.0,18,26,69.2,            19,            93,            112,            89,            32,            25,            3,            43,            488.9,0,0,97
,Brian Skinner_2002,CLE,26,65,21,44,1108,224,            88,            162,54.3,            0,            0,0.0,48,79,60.8,            93,            188,            281,            17,            42,            24,            61,            130,            799.7,2,0,-37
,Bruce Bowen_2002,SAS,31,59,47,12,1699,412,            155,            398,38.9,            56,            148,37.8,46,96,47.9,            42,            120,            162,            88,            66,            62,            25,            116,            933.4,0,0,278
,Bruno Sundov_2002,IND,22,22,11,11,85,32,            16,            40,40.0,            0,            1,0.0,0,2,0.0,            7,            14,            21,            3,            4,            3,            3,            16,            75.7,0,0,3
,Bryant Stith_2002,CLE,31,50,15,35,663,208,            70,            188,37.2,            24,            68,35.3,44,52,84.6,            20,            65,            85,            42,            30,            29,            6,            42,            448.0,0,0,-117
,Bryce Drew_2002,CHH,27,61,29,32,772,210,            78,            182,42.9,            31,            73,42.5,23,29,79.3,            14,            58,            72,            101,            33,            32,            2,            49,            516.9,0,0,29
,Bryon Russell_2002,UTA,31,66,36,30,1998,636,            222,            584,38.0,            77,            226,34.1,115,140,82.1,            79,            216,            295,            136,            110,            64,            19,            205,            1333.0,0,0,174
,Cal Bowdler_2002,ATL,25,52,17,35,585,162,            61,            174,35.1,            1,            5,20.0,39,47,83.0,            38,            72,            110,            11,            11,            18,            15,            64,            398.5,0,0,-2
,Calbert Cheaney_2002,DEN,30,68,20,48,1637,494,            224,            466,48.1,            0,            4,0.0,46,67,68.7,            57,            183,            240,            110,            70,            34,            21,            156,            1042.0,1,0,-329
,Calvin Booth_2002,SEA,26,15,6,9,278,93,            35,            82,42.7,            0,            0,0.0,23,24,95.8,            20,            34,            54,            16,            16,            6,            13,            47,            222.8,0,0,-42
,Carlos Arroyo_2002,DEN,22,37,17,20,370,111,            49,            111,44.1,            0,            2,0.0,13,18,72.2,            12,            28,            40,            70,            23,            11,            1,            30,            277.0,0,0,-34
,Carlos Rogers_2002,IND,31,22,9,13,169,59,            24,            43,55.8,            1,            6,16.7,10,19,52.6,            14,            24,            38,            3,            5,            5,            6,            17,            137.1,0,0,-28
,Cedric Henderson_2002,GSW,27,12,4,8,69,36,            15,            31,48.4,            2,            4,50.0,4,7,57.1,            1,            2,            3,            4,            8,            6,            2,            4,            61.6,0,0,22
,Charles Oakley_2002,CHI,38,57,11,46,1384,216,            97,            263,36.9,            1,            6,16.7,21,28,75.0,            72,            271,            343,            114,            87,            49,            11,            175,            891.6,1,0,-334
,Charles Smith_2002,SAS,26,60,45,15,1143,441,            182,            428,42.5,            35,            131,26.7,42,65,64.6,            34,            99,            133,            80,            59,            52,            44,            114,            949.6,0,0,-21
,Charlie Bell_2002,DAL,23,7,4,3,42,8,            3,            11,27.3,            0,            6,0.0,2,2,100,            2,            3,            5,            2,            5,            0,            0,            3,            12.0,0,0,-20
,Charlie Ward_2002,NYK,31,63,19,44,1057,326,            113,            303,37.3,            53,            164,32.3,47,58,81.0,            15,            112,            127,            203,            75,            68,            14,            100,            953.9,1,0,-26
,Chauncey Billups_2002,MIN,25,82,50,32,2356,1027,            348,            823,42.3,            124,            315,39.4,207,234,88.5,            35,            191,            226,            450,            138,            66,            17,            169,            2084.2,8,1,173
,Cherokee Parks_2002,SAS,29,42,30,12,233,63,            30,            83,36.1,            0,            0,0.0,3,8,37.5,            24,            34,            58,            10,            14,            7,            8,            34,            178.6,0,0,-69
,Chris Andersen_2002,DEN,23,24,9,15,261,72,            25,            74,33.8,            0,            4,0.0,22,28,78.6,            38,            38,            76,            7,            13,            7,            28,            35,            265.7,0,0,29
,Chris Childs_2002,TOR,34,69,34,35,1579,285,            97,            296,32.8,            33,            120,27.5,58,71,81.7,            18,            136,            154,            351,            123,            56,            5,            177,            1056.3,0,0,-33
,Chris Crawford_2002,ATL,27,7,1,6,131,53,            21,            45,46.7,            0,            1,0.0,11,15,73.3,            9,            16,            25,            5,            10,            2,            5,            21,            101.5,0,0,-34
,Chris Dudley_2002,POR,37,43,27,16,327,48,            20,            50,40.0,            0,            2,0.0,8,15,53.3,            27,            53,            80,            13,            14,            3,            14,            42,            200.5,0,0,13
,Chris Gatling_2002,MIA,34,54,19,35,810,345,            131,            293,44.7,            1,            8,12.5,82,117,70.1,            71,            135,            206,            25,            58,            17,            11,            109,            655.7,0,0,-56
,Chris Mihm_2002,CLE,22,74,26,48,1658,569,            221,            526,42.0,            3,            7,42.9,124,179,69.3,            133,            259,            392,            24,            97,            18,            89,            260,            1299.4,5,0,-255
,Chris Mills_2002,GSW,32,66,18,48,1236,489,            178,            427,41.7,            48,            127,37.8,85,107,79.4,            51,            139,            190,            72,            56,            31,            13,            120,            901.0,0,0,-116
,Chris Webber_2002,SAC,29,54,42,12,2072,1322,            532,            1075,49.5,            5,            19,26.3,253,338,74.9,            150,            396,            546,            259,            158,            90,            76,            181,            2705.7,31,1,410
,Chris Whitney_2002,WAS,30,82,37,45,2171,833,            274,            656,41.8,            131,            323,40.6,154,175,88.0,            11,            141,            152,            314,            85,            72,            6,            182,            1635.4,1,0,-40
,Christian Laettner_2002,WAS,32,57,21,36,1444,404,            168,            362,46.4,            2,            10,20.0,66,76,86.8,            74,            227,            301,            151,            85,            60,            25,            129,            1161.7,4,0,-113
,Chucky Atkins_2002,DET,27,79,49,30,2281,957,            368,            790,46.6,            138,            336,41.1,83,120,69.2,            31,            127,            158,            263,            128,            72,            11,            177,            1662.1,1,0,56
,Chucky Brown_2002,SAC,34,18,14,4,92,21,            10,            27,37.0,            0,            0,0.0,1,2,50.0,            10,            23,            33,            6,            5,            2,            4,            12,            82.6,0,0,-19
,Clar. Weatherspoon_2002,NYK,31,56,21,35,1726,494,            189,            452,41.8,            0,            0,0.0,116,146,79.5,            149,            311,            460,            60,            47,            37,            48,            132,            1344.0,12,0,-187
,Clifford Robinson_2002,DET,35,80,49,31,2855,1166,            454,            1069,42.5,            115,            304,37.8,143,206,69.4,            79,            308,            387,            202,            151,            89,            95,            243,            2334.4,2,0,107
,Corey Maggette_2002,LAC,22,63,29,34,1617,717,            235,            530,44.3,            46,            139,33.1,201,251,80.1,            54,            177,            231,            112,            116,            41,            19,            155,            1226.2,1,0,-86
,Corie Blount_2002,PHI,33,72,39,33,1430,259,            115,            251,45.8,            0,            1,0.0,29,45,64.4,            149,            219,            368,            44,            52,            49,            26,            176,            939.6,2,0,-127
,Corliss Williamson_2002,DET,28,78,47,31,1707,1063,            411,            806,51.0,            1,            5,20.0,240,298,80.5,            118,            202,            320,            94,            137,            49,            26,            226,            1676.0,4,0,143
,Courtney Alexander_2002,WAS,25,56,23,33,1323,549,            223,            474,47.0,            5,            18,27.8,98,121,81.0,            43,            105,            148,            86,            60,            35,            7,            113,            921.6,0,0,-168
,Cuttino Mobley_2002,HOU,26,74,28,46,3116,1606,            595,            1358,43.8,            149,            377,39.5,267,314,85.0,            63,            237,            300,            187,            180,            109,            37,            189,            2504.5,1,0,-192
,Dale Davis_2002,POR,33,78,46,32,2446,742,            296,            580,51.0,            0,            0,0.0,150,212,70.8,            262,            426,            688,            96,            62,            62,            83,            193,            2084.6,23,0,234
,Dalibor Bagaric_2002,CHI,21,50,13,37,635,185,            72,            178,40.4,            0,            1,0.0,41,70,58.6,            55,            107,            162,            23,            46,            17,            24,            108,            490.9,0,0,-142
,Damon Jones_2002,DET,25,67,42,25,1089,340,            114,            284,40.1,            69,            186,37.1,43,59,72.9,            13,            90,            103,            140,            61,            23,            1,            83,            684.6,0,0,96
,Damon Stoudamire_2002,POR,28,75,45,30,2793,1016,            369,            918,40.2,            104,            295,35.3,174,196,88.8,            78,            214,            292,            490,            149,            67,            7,            153,            2174.4,8,0,209
,Damone Brown_2002,PHI,23,17,7,10,64,23,            8,            21,38.1,            0,            1,0.0,7,8,87.5,            2,            2,            4,            2,            9,            1,            1,            11,            27.8,0,0,-16
,Dan Langhi_2002,HOU,24,34,10,24,433,107,            49,            125,39.2,            1,            4,25.0,8,11,72.7,            22,            45,            67,            14,            9,            8,            5,            25,            238.4,0,0,-154
,Dan Majerle_2002,PHX,36,65,28,37,1183,300,            99,            289,34.3,            79,            235,33.6,23,39,59.0,            28,            148,            176,            90,            35,            48,            15,            104,            800.2,0,0,62
,Dana Barros_2002,DET,35,29,14,15,586,193,            74,            192,38.5,            24,            71,33.8,21,27,77.8,            1,            56,            57,            77,            33,            14,            2,            37,            391.9,0,0,7
,Daniel Santiago_2002,PHX,26,3,0,3,24,8,            4,            8,50.0,            0,            0,0.0,0,0,0.0,            0,            7,            7,            2,            2,            0,            1,            4,            20.4,0,0,-6
,Danny Ferry_2002,SAS,35,50,40,10,799,229,            76,            177,42.9,            43,            99,43.4,34,36,94.4,            15,            75,            90,            48,            22,            16,            9,            70,            462.0,0,0,133
,Danny Fortson_2002,GSW,26,77,20,57,2219,864,            309,            722,42.8,            1,            4,25.0,245,308,79.5,            290,            609,            899,            127,            160,            44,            17,            255,            2156.3,29,0,-201
,Danny Manning_2002,DAL,36,41,28,13,554,165,            71,            149,47.7,            1,            7,14.3,22,33,66.7,            25,            83,            108,            30,            25,            21,            21,            80,            440.6,0,0,-36
,Darius Miles_2002,LAC,20,82,39,43,2225,777,            308,            641,48.0,            3,            19,15.8,158,255,62.0,            109,            344,            453,            184,            160,            71,            103,            184,            1958.6,4,0,6
,Darrell Armstrong_2002,ORL,34,82,44,38,2733,1015,            347,            827,42.0,            139,            398,34.9,182,205,88.8,            83,            236,            319,            453,            175,            157,            10,            166,            2403.3,4,0,206
,Darrick Martin_2002,DAL,31,3,1,2,22,1,            0,            10,0.0,            0,            2,0.0,1,2,50.0,            0,            1,            1,            3,            1,            2,            0,            4,            11.7,0,0,-23
,Darvin Ham_2002,MIL,28,70,32,38,1207,303,            120,            211,56.9,            1,            7,14.3,62,123,50.4,            91,            111,            202,            73,            83,            25,            37,            175,            757.9,0,0,-18
,David Robinson_2002,SAS,36,78,55,23,2305,951,            341,            672,50.7,            0,            0,0.0,269,395,68.1,            191,            456,            647,            94,            104,            86,            140,            193,            2442.4,20,0,428
,David Wesley_2002,CHH,31,67,36,31,2490,951,            364,            910,40.0,            85,            256,33.2,138,188,73.4,            44,            99,            143,            236,            119,            74,            15,            147,            1624.6,1,0,-77
,DeSagana Diop_2002,CLE,20,18,8,10,109,25,            12,            29,41.4,            0,            0,0.0,1,5,20.0,            5,            12,            17,            5,            12,            1,            10,            19,            73.9,0,0,-5
,DeShawn Stevenson_2002,UTA,21,67,36,31,1131,325,            143,            371,38.5,            2,            25,8.0,37,53,69.8,            44,            87,            131,            116,            68,            29,            24,            82,            747.2,0,0,-123
,Dean Garrett_2002,GSW,35,34,24,10,181,36,            18,            55,32.7,            0,            0,0.0,0,3,0.0,            16,            41,            57,            5,            10,            7,            10,            32,            152.9,0,0,5
,Dean Oliver_2002,GSW,23,20,4,16,139,42,            17,            46,37.0,            2,            13,15.4,6,9,66.7,            0,            8,            8,            21,            11,            3,            0,            16,            81.1,0,0,-36
,Dee Brown_2002,ORL,33,7,5,2,66,7,            3,            20,15.0,            1,            12,8.3,0,0,0.0,            0,            9,            9,            2,            4,            3,            1,            4,            28.8,0,0,-3
,Dell Curry_2002,TOR,38,56,31,25,885,360,            141,            347,40.6,            45,            131,34.4,33,37,89.2,            23,            58,            81,            61,            41,            22,            6,            50,            591.7,0,0,16
,DerMarr Johnson_2002,ATL,22,72,27,45,1722,602,            214,            540,39.6,            89,            247,36.0,85,105,81.0,            59,            188,            247,            81,            102,            62,            56,            163,            1271.9,2,0,-89
,Derek Anderson_2002,POR,27,70,45,25,1856,757,            247,            613,40.3,            85,            228,37.3,178,208,85.6,            47,            142,            189,            216,            87,            68,            8,            113,            1448.8,1,0,173
,Derek Fisher_2002,LAL,27,70,47,23,1975,786,            274,            666,41.1,            144,            349,41.3,94,111,84.7,            15,            131,            146,            181,            62,            66,            9,            121,            1395.7,0,0,373
,Derrick Coleman_2002,PHI,35,58,29,29,2081,875,            331,            735,45.0,            28,            83,33.7,185,227,81.5,            167,            342,            509,            98,            119,            42,            51,            158,            1792.8,21,0,113
,Derrick Dial_2002,TOR,26,32,21,11,299,101,            41,            120,34.2,            1,            11,9.1,18,24,75.0,            14,            42,            56,            35,            16,            10,            4,            13,            246.7,0,0,26
,Derrick McKey_2002,PHI,35,41,24,17,783,119,            52,            122,42.6,            5,            12,41.7,10,14,71.4,            48,            79,            127,            45,            22,            41,            4,            90,            451.9,0,0,-17
,Desmond Mason_2002,SEA,24,75,44,31,2418,931,            357,            769,46.4,            16,            59,27.1,201,237,84.8,            92,            259,            351,            104,            104,            67,            27,            170,            1686.2,0,0,239
,Devean George_2002,LAL,24,82,58,24,1763,581,            215,            523,41.1,            66,            178,37.1,85,126,67.5,            78,            225,            303,            111,            66,            71,            42,            190,            1384.1,0,0,410
,Dickey Simpkins_2002,ATL,30,1,1,0,3,0,            0,            0,0.0,            0,            0,0.0,0,0,0.0,            0,            0,            0,            1,            0,            0,            0,            0,            1.5,0,0,-1
,Dikembe Mutombo_2002,PHI,36,80,43,37,2906,920,            321,            641,50.1,            0,            0,0.0,278,364,76.4,            254,            609,            863,            83,            156,            29,            190,            242,            2581.1,33,1,287
,Dion Glover_2002,ATL,23,55,20,35,1156,492,            192,            456,42.1,            30,            91,33.0,78,103,75.7,            36,            133,            169,            84,            76,            45,            14,            89,            921.8,1,0,-255
,Dirk Nowitzki_2002,DAL,24,76,53,23,2891,1779,            600,            1258,47.7,            139,            350,39.7,440,516,85.3,            120,            635,            755,            186,            145,            83,            77,            222,            3299.0,38,0,411
,Don Reid_2002,ORL,28,68,37,31,713,224,            90,            190,47.4,            0,            0,0.0,44,68,64.7,            65,            111,            176,            27,            54,            20,            44,            180,            613.7,0,0,-52
,Donnell Harvey_2002,DEN,21,47,25,22,844,270,            108,            217,49.8,            0,            0,0.0,54,90,60.0,            80,            147,            227,            37,            33,            21,            24,            115,            699.9,1,0,-9
,Donny Marshall_2002,NJN,29,20,12,8,119,30,            8,            29,27.6,            2,            4,50.0,12,18,66.7,            8,            13,            21,            5,            2,            3,            0,            14,            69.7,0,0,-14
,Donyell Marshall_2002,UTA,29,58,29,29,1749,859,            343,            661,51.9,            13,            42,31.0,160,226,70.8,            158,            285,            443,            101,            124,            50,            67,            150,            1769.1,12,0,-215
,Doug Christie_2002,SAC,32,81,60,21,2796,972,            338,            735,46.0,            90,            256,35.2,206,242,85.1,            74,            300,            374,            340,            164,            160,            25,            209,            2321.8,1,0,484
,Doug Overton_2002,LAC,32,18,9,9,131,39,            14,            44,31.8,            7,            27,25.9,4,7,57.1,            1,            11,            12,            13,            12,            3,            1,            10,            72.9,0,0,-3
,Earl Boykins_2002,LAC,26,68,32,36,762,280,            110,            275,40.0,            13,            42,31.0,47,61,77.0,            27,            27,            54,            145,            44,            20,            2,            44,            584.3,0,0,11
,Earl Watson_2002,SEA,23,64,34,30,965,231,            96,            212,45.3,            16,            44,36.4,23,36,63.9,            31,            52,            83,            125,            51,            60,            5,            93,            662.1,0,0,36
,Eddie Gill_2002,MEM,23,23,6,17,381,116,            39,            92,42.4,            7,            22,31.8,31,39,79.5,            7,            21,            28,            49,            34,            11,            3,            38,            231.1,0,0,-129
,Eddie Griffin_2002,HOU,20,73,23,50,1895,642,            244,            666,36.6,            90,            273,33.0,64,86,74.4,            117,            299,            416,            53,            47,            17,            134,            117,            1626.7,7,0,-162
,Eddie House_2002,MIA,24,64,23,41,1230,514,            209,            524,39.9,            54,            157,34.4,42,49,85.7,            17,            93,            110,            123,            80,            43,            5,            98,            894.5,0,0,-53
,Eddie Jones_2002,MIA,30,81,36,45,3155,1480,            517,            1198,43.2,            149,            382,39.0,297,355,83.7,            61,            317,            378,            262,            148,            117,            77,            258,            2760.6,2,0,72
,Eddie Robinson_2002,CHI,26,29,5,24,652,262,            112,            247,45.3,            2,            5,40.0,36,48,75.0,            24,            54,            78,            37,            36,            23,            11,            35,            477.1,0,0,-133
,Eddy Curry_2002,CHI,19,72,20,52,1151,483,            189,            377,50.1,            0,            0,0.0,105,160,65.6,            111,            161,            272,            25,            69,            16,            53,            173,            984.9,4,0,-256
,Eduardo Najera_2002,DAL,25,62,44,18,1351,400,            150,            300,50.0,            0,            2,0.0,100,148,67.6,            149,            193,            342,            38,            40,            56,            30,            156,            1085.4,6,0,320
,Elden Campbell_2002,CHH,33,77,41,36,2158,1074,            384,            794,48.4,            0,            2,0.0,306,384,79.7,            133,            397,            530,            102,            138,            60,            137,            264,            2316.0,15,0,5
,Eldridge Recasner_2002,LAC,34,6,1,5,33,5,            2,            6,33.3,            0,            1,0.0,1,1,100,            0,            0,            0,            5,            1,            1,            0,            4,            14.5,0,0,0
,Elliot Perry_2002,MEM,33,2,0,2,48,11,            5,            10,50.0,            0,            0,0.0,1,2,50.0,            0,            4,            4,            7,            7,            3,            0,            6,            28.3,0,0,-36
,Elton Brand_2002,LAC,23,80,38,42,3016,1453,            532,            1010,52.7,            0,            0,0.0,389,524,74.2,            396,            529,            925,            191,            173,            80,            163,            254,            3405.5,55,0,4
,Emanual Davis_2002,ATL,33,28,10,18,775,185,            70,            198,35.4,            29,            85,34.1,16,18,88.9,            19,            55,            74,            68,            52,            27,            5,            68,            419.8,0,0,-141
,Eric Montross_2002,TOR,30,49,26,23,656,116,            53,            132,40.2,            0,            1,0.0,10,31,32.3,            36,            104,            140,            16,            25,            12,            23,            92,            388.0,1,0,-108
,Eric Piatkowski_2002,LAC,31,71,32,39,1717,626,            207,            471,43.9,            111,            238,46.6,101,113,89.4,            43,            141,            184,            112,            64,            41,            12,            110,            1109.8,1,0,-34
,Eric Snow_2002,PHI,29,61,35,26,2225,738,            276,            624,44.2,            3,            27,11.1,183,227,80.6,            33,            182,            215,            400,            138,            95,            9,            167,            1770.0,6,0,212
,Eric Williams_2002,BOS,29,74,46,28,1750,472,            144,            385,37.4,            24,            86,27.9,160,219,73.1,            58,            163,            221,            109,            95,            77,            8,            179,            1060.7,0,0,160
