,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
,Brian Cardinal_2009,MIN,32,64,21,43,909,190,            65,            169,38.5,            30,            92,32.6,30,35,85.7,            39,            103,            142,            76,            48,            37,            13,            135,            576.4,0,0,11
,Brian Cook_2009,HOU,28,30,24,6,171,74,            28,            76,36.8,            13,            30,43.3,5,6,83.3,            7,            25,            32,            5,            13,            3,            3,            26,            124.9,0,0,-47
,Brian Scalabrine_2009,BOS,31,39,31,8,504,136,            48,            114,42.1,            24,            61,39.3,16,18,88.9,            7,            43,            50,            18,            12,            7,            10,            73,            262.0,0,0,106
,Brian Skinner_2009,LAC,33,51,8,43,843,214,            92,            205,44.9,            0,            2,0.0,30,47,63.8,            72,            131,            203,            27,            43,            17,            52,            94,            662.1,3,0,-281
,Brook Lopez_2009,NJN,21,82,34,48,2501,1068,            448,            844,53.1,            0,            2,0.0,172,217,79.3,            225,            440,            665,            86,            147,            44,            151,            257,            2433.0,18,0,-103
,Bruce Bowen_2009,SAS,38,80,54,26,1506,214,            79,            187,42.2,            42,            98,42.9,14,26,53.8,            16,            129,            145,            40,            25,            36,            13,            123,            570.0,0,0,-34
,C.J. Watson_2009,GSW,25,77,25,52,1883,730,            257,            562,45.7,            48,            120,40.0,168,193,87.0,            39,            153,            192,            206,            92,            96,            4,            137,            1477.4,1,0,-93
,CJ Miles_2009,UTA,22,72,42,30,1623,657,            258,            562,45.9,            63,            179,35.2,78,89,87.6,            45,            122,            167,            107,            64,            46,            15,            187,            1136.9,1,0,18
,Calvin Booth_2009,SAC,33,8,2,6,55,16,            5,            10,50.0,            0,            0,0.0,6,8,75.0,            5,            6,            11,            0,            1,            1,            2,            10,            37.2,0,0,-22
,Carl Landry_2009,HOU,25,69,44,25,1467,638,            240,            418,57.4,            1,            3,33.3,157,193,81.3,            124,            219,            343,            39,            68,            26,            31,            166,            1211.1,2,0,34
,Carlos Boozer_2009,UTA,27,37,22,15,1197,599,            251,            512,49.0,            0,            0,0.0,97,139,69.8,            111,            274,            385,            79,            79,            39,            7,            132,            1238.5,20,0,-38
,Carmelo Anthony_2009,DEN,25,66,45,21,2277,1504,            535,            1207,44.3,            63,            170,37.1,371,468,79.3,            106,            344,            450,            222,            199,            75,            24,            195,            2475.0,12,0,304
,Caron Butler_2009,WAS,29,67,15,52,2585,1392,            491,            1085,45.3,            65,            210,31.0,345,402,85.8,            118,            296,            414,            290,            210,            106,            20,            165,            2491.8,11,0,-379
,Cartier Martin_2009,CHA,24,33,15,18,266,86,            28,            77,36.4,            10,            33,30.3,20,25,80.0,            7,            26,            33,            13,            9,            8,            4,            33,            172.1,0,0,22
,Cedric Simmons_2009,SAC,23,18,6,12,84,29,            11,            25,44.0,            0,            0,0.0,7,16,43.8,            5,            11,            16,            2,            2,            1,            4,            8,            64.2,0,0,-25
,Channing Frye_2009,POR,26,63,40,23,746,263,            113,            267,42.3,            11,            33,33.3,26,36,72.2,            41,            99,            140,            24,            29,            17,            16,            106,            537.0,0,0,-121
,Charlie Bell_2009,MIL,30,70,29,41,1783,587,            217,            524,41.4,            87,            240,36.3,66,80,82.5,            32,            102,            134,            151,            76,            50,            7,            138,            1069.3,0,0,-115
,Charlie Villanueva_2009,MIL,24,78,33,45,2095,1264,            487,            1089,44.7,            89,            258,34.5,201,240,83.8,            154,            366,            520,            137,            138,            50,            56,            254,            2273.5,14,0,-69
,Chauncey Billups_2009,DEN,32,79,54,25,2788,1400,            410,            980,41.8,            162,            397,40.8,418,458,91.3,            32,            207,            239,            506,            177,            93,            18,            161,            2601.8,10,0,286
,Cheikh Samb_2009,NYK,24,18,8,10,83,15,            6,            32,18.8,            0,            3,0.0,3,7,42.9,            10,            14,            24,            1,            3,            3,            10,            7,            81.3,0,0,0
,Chris Andersen_2009,DEN,30,71,45,26,1460,452,            160,            292,54.8,            2,            10,20.0,130,181,71.8,            163,            279,            442,            31,            69,            41,            175,            174,            1607.9,5,0,99
,Chris Bosh_2009,TOR,25,77,31,46,2928,1746,            615,            1263,48.7,            12,            49,24.5,504,617,81.7,            215,            556,            771,            191,            174,            67,            77,            189,            3215.7,43,0,-86
,Chris Douglas-Roberts_2009,NJN,22,44,15,29,585,216,            81,            176,46.0,            3,            12,25.0,51,62,82.3,            14,            36,            50,            52,            31,            12,            7,            34,            380.0,0,0,37
,Chris Duhon_2009,NYK,26,79,31,48,2906,880,            287,            681,42.1,            127,            325,39.1,179,209,85.6,            45,            201,            246,            566,            221,            72,            7,            126,            2040.2,13,0,-222
,Chris Kaman_2009,LAC,27,31,6,25,921,373,            161,            305,52.8,            0,            0,0.0,51,75,68.0,            75,            172,            247,            46,            84,            17,            45,            93,            840.4,9,0,-164
,Chris Mihm_2009,LAL,29,18,17,1,105,36,            15,            40,37.5,            0,            0,0.0,6,7,85.7,            15,            19,            34,            10,            10,            1,            6,            23,            102.8,0,0,-44
,Chris Paul_2009,NOH,24,78,47,31,3002,1781,            631,            1255,50.3,            64,            176,36.4,455,524,86.8,            69,            363,            432,            861,            231,            216,            10,            212,            4037.9,50,6,349
,Chris Quinn_2009,MIA,25,66,33,33,962,339,            118,            289,40.8,            56,            137,40.9,47,58,81.0,            8,            67,            75,            132,            33,            24,            2,            79,            672.0,0,0,6
,Chris Wilcox_2009,NYK,26,62,15,47,1050,447,            184,            370,49.7,            0,            4,0.0,79,140,56.4,            96,            181,            277,            47,            75,            26,            16,            137,            900.9,3,0,-181
,Chuck Hayes_2009,HOU,26,71,46,25,858,91,            42,            113,37.2,            0,            4,0.0,7,19,36.8,            74,            176,            250,            42,            25,            34,            19,            134,            588.0,0,0,-52
,Chucky Atkins_2009,OKC,34,33,17,16,412,98,            34,            113,30.1,            15,            57,26.3,15,16,93.8,            5,            19,            24,            59,            23,            10,            2,            27,            228.3,0,0,-62
,Corey Brewer_2009,MIN,23,15,4,11,307,93,            37,            90,41.1,            5,            12,41.7,14,19,73.7,            18,            31,            49,            25,            13,            15,            3,            37,            230.3,0,0,-6
,Corey Maggette_2009,GSW,29,51,18,33,1588,950,            292,            634,46.1,            24,            95,25.3,342,415,82.4,            49,            233,            282,            92,            120,            44,            8,            192,            1462.4,4,0,-148
,Courtney Lee_2009,ORL,23,77,56,21,1939,646,            243,            540,45.0,            82,            203,40.4,78,94,83.0,            18,            160,            178,            91,            69,            76,            14,            157,            1197.1,0,0,237
,Courtney Sims_2009,NYK,25,2,0,2,13,6,            3,            6,50.0,            0,            0,0.0,0,0,0.0,            2,            2,            4,            0,            1,            0,            0,            1,            9.8,0,0,1
,Craig Smith_2009,MIN,25,74,22,52,1460,746,            289,            514,56.2,            0,            1,0.0,168,248,67.7,            98,            186,            284,            79,            105,            31,            19,            184,            1250.3,1,0,-172
,Cuttino Mobley_2009,LAC,33,11,2,9,365,151,            63,            146,43.2,            12,            35,34.3,13,18,72.2,            9,            20,            29,            12,            18,            15,            2,            21,            236.8,0,0,-67
,D.J. Augustin_2009,CHA,21,72,30,42,1908,850,            267,            621,43.0,            108,            246,43.9,208,233,89.3,            17,            116,            133,            250,            119,            42,            2,            140,            1397.6,1,0,-38
,DJ Mbenga_2009,LAL,28,23,17,6,181,61,            27,            57,47.4,            0,            1,0.0,7,8,87.5,            9,            22,            31,            9,            13,            10,            24,            33,            200.7,0,0,1
,DJ White_2009,OKC,22,7,2,5,129,62,            26,            50,52.0,            0,            0,0.0,10,13,76.9,            10,            22,            32,            6,            3,            3,            5,            10,            130.4,1,0,0
,Daequan Cook_2009,MIA,22,75,41,34,1833,686,            242,            645,37.5,            153,            395,38.7,49,56,87.5,            19,            170,            189,            71,            42,            39,            10,            125,            1124.3,0,0,-7
,Dahntay Jones_2009,DEN,28,79,52,27,1426,429,            154,            336,45.8,            11,            17,64.7,110,151,72.8,            58,            110,            168,            78,            68,            49,            19,            199,            883.6,0,0,-88
,Damien Wilkins_2009,OKC,29,41,12,29,636,218,            77,            213,36.2,            27,            72,37.5,37,46,80.4,            20,            50,            70,            37,            37,            22,            7,            55,            407.5,0,0,-143
,Damon Jones_2009,MIL,32,18,6,12,108,33,            11,            34,32.4,            11,            28,39.3,0,0,0.0,            0,            6,            6,            7,            6,            3,            0,            4,            53.7,0,0,10
,Dan Gadzuric_2009,MIL,31,67,25,42,941,271,            117,            244,48.0,            0,            2,0.0,37,68,54.4,            95,            160,            255,            39,            41,            32,            43,            162,            819.5,4,0,-54
,Daniel Gibson_2009,CLE,23,75,60,15,1795,586,            206,            527,39.1,            108,            283,38.2,66,86,76.7,            31,            124,            155,            132,            61,            44,            16,            163,            1089.0,0,0,212
,Danilo Gallinari_2009,NYK,20,28,14,14,412,170,            56,            125,44.8,            32,            72,44.4,26,27,96.3,            13,            42,            55,            15,            15,            14,            4,            48,            297.5,0,0,51
,Danny Granger_2009,IND,26,67,27,40,2424,1728,            571,            1277,44.7,            182,            450,40.4,404,460,87.8,            49,            292,            341,            183,            165,            69,            97,            207,            2744.7,6,0,69
,Darius Miles_2009,MEM,27,34,7,27,298,120,            48,            99,48.5,            1,            6,16.7,23,31,74.2,            19,            38,            57,            17,            21,            11,            20,            32,            285.9,0,0,-72
,Darius Songaila_2009,WAS,31,77,18,59,1521,566,            243,            457,53.2,            0,            1,0.0,80,90,88.9,            75,            152,            227,            94,            74,            64,            20,            200,            1157.4,0,0,-125
,Darko Milicic_2009,MEM,24,61,22,39,1034,333,            137,            266,51.5,            0,            0,0.0,59,105,56.2,            83,            181,            264,            34,            48,            22,            51,            134,            871.8,5,0,-80
,Darnell Jackson_2009,CLE,23,51,41,10,430,98,            37,            86,43.0,            0,            2,0.0,24,35,68.6,            32,            55,            87,            8,            14,            10,            4,            77,            242.4,0,0,-71
,Darrell Arthur_2009,MEM,21,76,21,55,1464,422,            191,            436,43.8,            0,            2,0.0,40,60,66.7,            108,            238,            346,            43,            47,            52,            52,            206,            1166.7,2,0,-227
,David Lee_2009,NYK,26,81,32,49,2824,1293,            522,            951,54.9,            0,            3,0.0,249,330,75.5,            256,            695,            951,            174,            150,            80,            22,            260,            2851.2,65,0,-197
,David West_2009,NOH,28,76,45,31,2982,1593,            610,            1292,47.2,            6,            25,24.0,367,415,88.4,            160,            486,            646,            173,            163,            49,            68,            207,            2815.7,29,0,220
,DeAndre Jordan_2009,LAC,20,53,11,42,771,228,            93,            147,63.3,            0,            0,0.0,42,109,38.5,            72,            165,            237,            11,            41,            11,            59,            96,            697.9,3,0,-243
,DeMarcus Nelson_2009,GSW,23,13,3,10,171,53,            24,            54,44.4,            0,            3,0.0,5,14,35.7,            6,            18,            24,            13,            15,            9,            2,            24,            119.3,0,0,-39
,DeSagana Diop_2009,CHA,27,75,38,37,1036,170,            74,            171,43.3,            0,            0,0.0,22,66,33.3,            114,            159,            273,            32,            39,            29,            56,            128,            761.6,0,0,-149
,DeShawn Stevenson_2009,WAS,28,32,7,25,886,211,            72,            231,31.2,            35,            129,27.1,32,60,53.3,            11,            65,            76,            98,            32,            21,            2,            43,            486.2,0,0,-175
,Dee Brown_2009,PHX,24,19,5,14,261,46,            18,            49,36.7,            7,            24,29.2,3,5,60.0,            7,            22,            29,            36,            17,            10,            0,            28,            147.8,0,0,-38
,Delonte West_2009,CLE,25,64,52,12,2152,751,            285,            624,45.7,            91,            228,39.9,90,108,83.3,            31,            172,            203,            226,            92,            94,            13,            125,            1562.6,0,0,609
,Demetris Nichols_2009,NYK,24,4,1,3,14,7,            3,            9,33.3,            0,            2,0.0,1,2,50.0,            0,            2,            2,            1,            0,            0,            1,            1,            13.9,0,0,11
,Derek Fisher_2009,LAL,34,82,65,17,2441,814,            292,            688,42.4,            120,            302,39.7,110,130,84.6,            25,            163,            188,            261,            72,            95,            6,            187,            1662.1,1,0,545
,Deron Williams_2009,UTA,25,68,39,29,2505,1322,            463,            984,47.1,            70,            226,31.0,326,384,84.9,            24,            171,            195,            725,            228,            73,            20,            134,            2694.5,44,0,159
,Derrick Rose_2009,CHI,20,81,40,41,3000,1361,            574,            1208,47.5,            16,            72,22.2,197,250,78.8,            96,            221,            317,            512,            202,            66,            18,            125,            2559.4,8,0,-121
,Desmon Farmer_2009,SAS,27,3,0,3,54,13,            4,            14,28.6,            3,            12,25.0,2,2,100,            0,            6,            6,            2,            4,            0,            0,            6,            19.2,0,0,7
,Desmond Mason_2009,OKC,31,39,11,28,1064,294,            124,            285,43.5,            0,            3,0.0,46,85,54.1,            41,            116,            157,            46,            56,            15,            30,            96,            630.4,1,0,-65
,Devean George_2009,DAL,31,43,27,16,708,147,            54,            142,38.0,            22,            76,28.9,17,22,77.3,            25,            53,            78,            15,            17,            23,            11,            57,            348.1,0,0,-94
,Devin Brown_2009,NOH,30,63,38,25,869,328,            111,            313,35.5,            28,            97,28.9,78,100,78.0,            31,            88,            119,            54,            54,            32,            5,            81,            608.8,0,0,3
,Devin Harris_2009,NJN,26,69,30,39,2494,1470,            455,            1039,43.8,            64,            220,29.1,496,605,82.0,            30,            201,            231,            476,            212,            114,            13,            164,            2630.2,16,0,-98
,Dikembe Mutombo_2009,HOU,43,9,6,3,96,16,            5,            13,38.5,            0,            0,0.0,6,9,66.7,            12,            21,            33,            0,            6,            0,            11,            11,            82.6,1,0,0
,Dirk Nowitzki_2009,DAL,31,81,49,32,3050,2094,            774,            1616,47.9,            61,            170,35.9,485,545,89.0,            88,            593,            681,            197,            157,            61,            63,            176,            3421.7,26,0,245
,Dominic McGuire_2009,WAS,23,79,18,61,2072,356,            140,            324,43.2,            2,            4,50.0,74,102,72.5,            113,            315,            428,            198,            92,            62,            74,            153,            1482.6,4,0,-368
,Donte Greene_2009,SAC,21,55,11,44,725,209,            77,            236,32.6,            26,            100,26.0,29,34,85.3,            19,            67,            86,            30,            37,            16,            14,            68,            410.2,0,0,-163
,Dontell Jefferson_2009,CHA,25,6,1,5,84,29,            11,            22,50.0,            1,            2,50.0,6,9,66.7,            1,            11,            12,            9,            6,            4,            1,            9,            65.9,0,0,-20
,Donyell Marshall_2009,PHI,36,25,12,13,189,94,            33,            73,45.2,            25,            55,45.5,3,6,50.0,            6,            34,            40,            15,            6,            4,            5,            24,            185.5,0,0,41
,Dorell Wright_2009,MIA,23,6,4,2,73,18,            8,            20,40.0,            0,            0,0.0,2,6,33.3,            2,            18,            20,            2,            6,            2,            0,            8,            45.0,0,0,-19
,Drew Gooden_2009,SAS,27,51,26,25,1264,605,            237,            506,46.8,            0,            4,0.0,131,156,84.0,            113,            249,            362,            48,            76,            30,            18,            144,            1179.4,12,0,-127
,Dwayne Jones_2009,CHA,26,6,2,4,52,12,            4,            7,57.1,            0,            0,0.0,4,6,66.7,            6,            6,            12,            0,            4,            0,            1,            6,            25.4,0,0,2
,Dwight Howard_2009,ORL,23,79,57,22,2821,1624,            560,            979,57.2,            0,            2,0.0,504,849,59.4,            336,            757,            1093,            112,            240,            77,            231,            270,            3787.6,63,1,550
,Dwyane Wade_2009,MIA,27,79,42,37,3048,2386,            854,            1739,49.1,            88,            278,31.7,590,771,76.5,            89,            309,            398,            589,            272,            173,            106,            178,            4312.1,20,0,212
,Earl Watson_2009,OKC,30,68,19,49,1776,448,            174,            453,38.4,            20,            85,23.5,80,106,75.5,            36,            147,            183,            391,            156,            50,            11,            137,            1281.1,2,0,-255
,Eddie Gill_2009,MIL,30,6,4,2,43,14,            6,            9,66.7,            2,            3,66.7,0,0,0.0,            0,            4,            4,            11,            5,            3,            1,            10,            42.3,0,0,-16
,Eddie House_2009,BOS,31,81,61,20,1479,691,            249,            560,44.5,            151,            340,44.4,42,53,79.2,            11,            146,            157,            92,            55,            61,            7,            113,            1166.4,0,0,192
,Eddy Curry_2009,NYK,26,3,0,3,12,5,            2,            2,100,            0,            0,0.0,1,3,33.3,            0,            4,            4,            0,            2,            0,            0,            5,            7.8,0,0,-14
,Eduardo Najera_2009,NJN,32,27,9,18,319,79,            33,            74,44.6,            5,            25,20.0,8,22,36.4,            17,            50,            67,            19,            18,            10,            4,            50,            211.9,0,0,-92
,Elton Brand_2009,PHI,30,29,13,16,920,399,            163,            365,44.7,            0,            0,0.0,73,108,67.6,            77,            177,            254,            37,            68,            17,            45,            78,            877.3,10,0,0
,Emeka Okafor_2009,CHA,26,82,35,47,2691,1085,            433,            772,56.1,            0,            0,0.0,219,369,59.3,            275,            552,            827,            53,            144,            48,            136,            247,            2564.9,39,0,22
,Eric Gordon_2009,LAC,20,78,19,59,2677,1252,            411,            901,45.6,            131,            337,38.9,299,350,85.4,            45,            156,            201,            215,            164,            78,            35,            172,            1990.7,0,0,-459
,Erick Dampier_2009,DAL,33,80,49,31,1836,454,            182,            280,65.0,            0,            0,0.0,90,141,63.8,            216,            349,            565,            77,            74,            24,            95,            191,            1530.5,6,0,61
,Etan Thomas_2009,WAS,31,26,4,22,306,80,            32,            66,48.5,            0,            0,0.0,16,23,69.6,            25,            41,            66,            6,            18,            3,            18,            35,            213.2,0,0,-101
