,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
,Aaron McKie_2007,LAL,34,10,4,6,131,22,            11,            17,64.7,            0,            0,0.0,0,0,0.0,            1,            17,            18,            13,            8,            4,            0,            14,            67.1,0,0,-13
,Aaron Williams_2007,LAC,35,38,15,23,374,76,            29,            53,54.7,            0,            1,0.0,18,22,81.8,            27,            58,            85,            7,            18,            7,            14,            56,            233.5,0,0,-14
,Adam Morrison_2007,CHA,22,78,30,48,2326,917,            355,            944,37.6,            87,            258,33.7,120,169,71.0,            54,            176,            230,            163,            130,            28,            6,            179,            1409.5,0,0,-238
,Adonal Foyle_2007,GSW,32,48,19,29,475,107,            48,            85,56.5,            0,            0,0.0,11,25,44.0,            51,            75,            126,            19,            23,            11,            50,            61,            446.7,0,0,-51
,Adrian Griffin_2007,CHI,32,54,32,22,585,137,            61,            129,47.3,            0,            6,0.0,15,19,78.9,            40,            69,            109,            59,            38,            32,            4,            78,            426.3,0,0,74
,Al Harrington_2007,GSW,27,78,42,36,2563,1285,            495,            1083,45.7,            127,            293,43.3,168,242,69.4,            151,            345,            496,            149,            169,            65,            24,            269,            2201.7,8,0,-25
,Al Jefferson_2007,BOS,22,69,20,49,2319,1107,            453,            882,51.4,            0,            1,0.0,201,295,68.1,            237,            519,            756,            88,            136,            48,            106,            232,            2472.2,38,0,-167
,Alan Anderson_2007,CHA,24,17,7,10,256,98,            37,            81,45.7,            5,            20,25.0,19,23,82.6,            11,            21,            32,            21,            22,            7,            0,            33,            166.9,0,0,-17
,Alan Henderson_2007,PHI,34,38,9,29,418,119,            43,            67,64.2,            0,            0,0.0,33,47,70.2,            48,            59,            107,            10,            12,            9,            12,            62,            313.4,0,0,0
,Alexander Johnson_2007,MEM,24,59,15,44,753,260,            91,            169,53.8,            0,            0,0.0,78,118,66.1,            50,            131,            181,            17,            47,            25,            35,            137,            635.7,3,0,-12
,Allan Ray_2007,BOS,23,47,9,38,710,290,            100,            259,38.6,            48,            116,41.4,42,55,76.4,            18,            51,            69,            43,            42,            20,            3,            85,            464.3,0,0,-15
,Allen Iverson_2007,DEN,32,65,31,34,2761,1709,            581,            1313,44.2,            62,            197,31.5,485,610,79.5,            23,            170,            193,            468,            268,            123,            13,            95,            2782.6,17,0,-11
,Alonzo Mourning_2007,MIA,37,77,43,34,1572,661,            238,            425,56.0,            0,            0,0.0,185,308,60.1,            126,            224,            350,            18,            129,            13,            178,            219,            1552.0,1,0,-78
,Alvin Williams_2007,LAC,32,2,2,0,10,2,            0,            2,0.0,            0,            1,0.0,2,4,50.0,            1,            0,            1,            3,            3,            2,            0,            0,            10.7,0,0,-8
,Amar'e Stoudemire_2007,PHX,24,82,61,21,2689,1671,            607,            1055,57.5,            0,            3,0.0,457,585,78.1,            222,            564,            786,            84,            232,            78,            110,            295,            3072.2,46,0,447
,Amir Johnson_2007,DET,20,8,3,5,124,47,            18,            33,54.5,            0,            3,0.0,11,14,78.6,            15,            22,            37,            3,            9,            5,            13,            19,            140.9,2,0,0
,Anderson Varejao_2007,CLE,24,81,49,32,1932,547,            191,            401,47.6,            0,            9,0.0,165,268,61.6,            191,            354,            545,            75,            67,            76,            52,            269,            1630.5,7,0,248
,Andray Blatche_2007,WAS,20,56,27,29,682,206,            86,            197,43.7,            4,            27,14.8,30,49,61.2,            77,            114,            191,            39,            49,            17,            32,            94,            591.7,1,0,-84
,Andre Barrett_2007,CHI,25,6,5,1,29,8,            4,            8,50.0,            0,            0,0.0,0,0,0.0,            1,            4,            5,            7,            4,            0,            0,            4,            20.5,0,0,-1
,Andre Brown_2007,SEA,26,38,16,22,271,93,            42,            74,56.8,            0,            1,0.0,9,15,60.0,            26,            48,            74,            2,            29,            6,            4,            26,            185.8,0,0,-12
,Andre Iguodala_2007,PHI,23,76,30,46,3062,1386,            443,            991,44.7,            48,            155,31.0,452,551,82.0,            77,            357,            434,            432,            261,            152,            33,            200,            2848.8,7,3,-211
,Andre Miller_2007,PHI,31,80,43,37,2966,1075,            424,            909,46.6,            5,            35,14.3,222,283,78.4,            97,            255,            352,            625,            222,            110,            10,            184,            2572.9,19,1,-17
,Andrea Bargnani_2007,TOR,21,65,35,30,1629,751,            267,            625,42.7,            100,            268,37.3,117,142,82.4,            52,            203,            255,            50,            107,            32,            53,            180,            1280.0,1,0,42
,Andreas Glyniadakis_2007,SEA,25,13,3,10,81,17,            8,            17,47.1,            0,            0,0.0,1,2,50.0,            2,            6,            8,            1,            9,            0,            0,            19,            19.1,0,0,-27
,Andrei Kirilenko_2007,UTA,26,70,44,26,2049,584,            197,            418,47.1,            16,            75,21.3,174,239,72.8,            88,            241,            329,            202,            135,            74,            144,            172,            1800.8,3,0,34
,Andres Nocioni_2007,CHI,27,53,31,22,1406,749,            273,            584,46.7,            80,            209,38.3,123,145,84.8,            42,            259,            301,            57,            104,            27,            24,            164,            1244.7,8,0,45
,Andrew Bogut_2007,MIL,22,66,25,41,2258,809,            348,            629,55.3,            1,            5,20.0,112,194,57.7,            168,            416,            584,            198,            150,            49,            35,            216,            1908.8,19,0,-131
,Andrew Bynum_2007,LAL,19,82,42,40,1793,637,            247,            443,55.8,            0,            3,0.0,143,214,66.8,            139,            345,            484,            94,            115,            12,            128,            249,            1663.8,10,0,-114
,Andris Biedrins_2007,GSW,21,82,42,40,2382,783,            348,            581,59.9,            0,            0,0.0,87,167,52.1,            251,            511,            762,            88,            119,            67,            136,            304,            2319.4,24,0,120
,Antawn Jamison_2007,WAS,31,70,37,33,2662,1388,            512,            1139,45.0,            138,            379,36.4,226,307,73.6,            134,            428,            562,            136,            104,            80,            36,            194,            2510.4,22,0,90
,Anthony Carter_2007,DEN,32,2,2,0,37,6,            3,            8,37.5,            0,            2,0.0,0,0,0.0,            0,            3,            3,            11,            6,            0,            1,            4,            23.1,0,0,6
,Anthony Johnson_2007,ATL,32,67,40,27,1300,355,            142,            343,41.4,            25,            73,34.2,46,61,75.4,            22,            79,            101,            201,            76,            33,            3,            119,            809.7,0,0,-123
,Anthony Parker_2007,TOR,32,73,43,30,2437,903,            328,            687,47.7,            115,            261,44.1,132,159,83.0,            60,            223,            283,            153,            71,            73,            11,            135,            1653.1,0,0,310
,Anthony Roberson_2007,GSW,24,20,7,13,227,111,            44,            104,42.3,            21,            55,38.2,2,3,66.7,            2,            19,            21,            10,            13,            12,            0,            27,            174.2,0,0,-56
,Antoine Walker_2007,MIA,30,78,42,36,1818,660,            265,            668,39.7,            84,            305,27.5,46,105,43.8,            92,            247,            339,            130,            141,            48,            17,            173,            1315.8,3,0,-36
,Antoine Wright_2007,NJN,23,63,33,30,1137,283,            110,            251,43.8,            19,            59,32.2,44,73,60.3,            38,            137,            175,            55,            43,            30,            10,            120,            652.5,1,0,-181
,Antonio Daniels_2007,WAS,32,80,41,39,1761,571,            172,            389,44.2,            19,            63,30.2,208,250,83.2,            18,            133,            151,            290,            69,            39,            9,            79,            1262.2,3,0,-25
,Antonio McDyess_2007,DET,32,82,53,29,1729,664,            284,            540,52.6,            0,            0,0.0,96,139,69.1,            165,            331,            496,            72,            75,            61,            65,            240,            1670.2,8,0,270
,Austin Croshere_2007,DAL,32,61,49,12,727,227,            78,            222,35.1,            26,            91,28.6,45,52,86.5,            33,            153,            186,            44,            33,            14,            6,            68,            543.2,0,0,17
,Baron Davis_2007,GSW,28,63,36,27,2221,1264,            452,            1030,43.9,            85,            280,30.4,275,369,74.5,            51,            225,            276,            509,            193,            135,            29,            181,            2657.7,20,1,243
,Ben Gordon_2007,CHI,24,82,49,33,2704,1753,            609,            1338,45.5,            155,            375,41.3,380,440,86.4,            35,            223,            258,            296,            249,            64,            17,            252,            2500.6,0,0,352
,Ben Wallace_2007,CHI,32,77,45,32,2697,494,            192,            424,45.3,            1,            5,20.0,109,267,40.8,            303,            518,            821,            186,            101,            111,            156,            153,            2458.2,12,0,168
,Beno Udrih_2007,SAS,24,73,53,20,948,340,            127,            344,36.9,            33,            115,28.7,53,60,88.3,            11,            71,            82,            122,            56,            27,            1,            70,            649.4,0,0,19
,Bernard Robinson_2007,NJN,26,31,9,22,278,61,            19,            62,30.6,            0,            2,0.0,23,27,85.2,            10,            38,            48,            19,            16,            17,            2,            32,            188.1,0,0,-70
